"db" "query" "genus" "order" "family" "class" "phylum" "Organism"
"ncbi" "Candidatus Accumulibacter sp. SK-02" "Candidatus Accumulibacter" NA NA "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-02"
"ncbi" "Candidatus Accumulibacter sp. SK-02" "Candidatus Accumulibacter" NA NA "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-02"
"ncbi" "Sideroxydans lithotrophicus ES-1" "Sideroxydans" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Sideroxydans lithotrophicus ES-1"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Opitutaceae bacterium TAV5" NA "Opitutales" "Opitutaceae" "Opitutae" "Verrucomicrobia" "Opitutaceae bacterium TAV5"
"ncbi" "Pseudomonas sp. MT-1" "Pseudomonas" "Pseudomonadales" "Pseudomonadaceae" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas sp. MT-1"
"ncbi" "Ferriphaselus amnicola" "Ferriphaselus" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Ferriphaselus amnicola"
"ncbi" "Acidovorax sp. RAC01" "Acidovorax" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Acidovorax sp. RAC01"
"ncbi" "Candidatus Accumulibacter sp. SK-02" "Candidatus Accumulibacter" NA NA "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-02"
"ncbi" "Candidatus Desulfofervidus auxilii" "Candidatus Desulfofervidus" NA "Candidatus Desulfofervidaceae" "Deltaproteobacteria" "Proteobacteria" "Candidatus Desulfofervidus auxilii"
"ncbi" "Alicycliphilus sp. B1" "Alicycliphilus" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Alicycliphilus sp. B1"
"ncbi" "Candidatus Desulfofervidus auxilii" "Candidatus Desulfofervidus" NA "Candidatus Desulfofervidaceae" "Deltaproteobacteria" "Proteobacteria" "Candidatus Desulfofervidus auxilii"
"ncbi" "Thiobacillus denitrificans ATCC 25259" "Thiobacillus" "Nitrosomonadales" "Thiobacillaceae" "Betaproteobacteria" "Proteobacteria" "Thiobacillus denitrificans ATCC 25259"
"ncbi" "Candidatus Accumulibacter sp. SK-02" "Candidatus Accumulibacter" NA NA "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-02"
"ncbi" "Candidatus Accumulibacter sp. SK-02" "Candidatus Accumulibacter" NA NA "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-02"
"ncbi" "Thioalkalivibrio sulfidophilus HL-EbGr7" "Thioalkalivibrio" "Chromatiales" "Ectothiorhodospiraceae" "Gammaproteobacteria" "Proteobacteria" "Thioalkalivibrio sulfidophilus HL-EbGr7"
"ncbi" "Acidithiobacillales bacterium SM23_46" NA "Acidithiobacillales" NA "Acidithiobacillia" "Proteobacteria" "Acidithiobacillales bacterium SM23_46"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Candidatus Magnetomorum sp. HK-1" "Candidatus Magnetomorum" "Desulfobacterales" "Desulfobacteraceae" "Deltaproteobacteria" "Proteobacteria" "Candidatus Magnetomorum sp. HK-1"
"ncbi" "Candidatus Desulfofervidus auxilii" "Candidatus Desulfofervidus" NA "Candidatus Desulfofervidaceae" "Deltaproteobacteria" "Proteobacteria" "Candidatus Desulfofervidus auxilii"
"ncbi" "Candidatus Accumulibacter sp. SK-02" "Candidatus Accumulibacter" NA NA "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-02"
"ncbi" "Cyanobium sp. CACIAM 14" "Cyanobium" "Synechococcales" "Synechococcaceae" NA "Cyanobacteria" "Cyanobium sp. CACIAM 14"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Chlorobium phaeobacteroides DSM 266" "Chlorobium" "Chlorobiales" "Chlorobiaceae" "Chlorobia" "Chlorobi" "Chlorobium phaeobacteroides DSM 266"
"ncbi" "Sideroxydans lithotrophicus ES-1" "Sideroxydans" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Sideroxydans lithotrophicus ES-1"
"ncbi" "Propionivibrio sp. S1" "Propionivibrio" "Rhodocyclales" "Rhodocyclaceae" "Betaproteobacteria" "Proteobacteria" "Propionivibrio sp. S1"
"ncbi" "Pseudomonas alcaligenes" "Pseudomonas" "Pseudomonadales" "Pseudomonadaceae" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas alcaligenes"
"ncbi" "Oscillatoriales cyanobacterium JSC-12" NA "Oscillatoriales" NA NA "Cyanobacteria" "Oscillatoriales cyanobacterium JSC-12"
"ncbi" "Pleurocapsa sp. PCC 7327" "Pleurocapsa" "Pleurocapsales" "Hyellaceae" NA "Cyanobacteria" "Pleurocapsa sp. PCC 7327"
"ncbi" "Opitutaceae bacterium TAV5" NA "Opitutales" "Opitutaceae" "Opitutae" "Verrucomicrobia" "Opitutaceae bacterium TAV5"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Candidatus Desulfofervidus auxilii" "Candidatus Desulfofervidus" NA "Candidatus Desulfofervidaceae" "Deltaproteobacteria" "Proteobacteria" "Candidatus Desulfofervidus auxilii"
"ncbi" "Candidatus Desulfofervidus auxilii" "Candidatus Desulfofervidus" NA "Candidatus Desulfofervidaceae" "Deltaproteobacteria" "Proteobacteria" "Candidatus Desulfofervidus auxilii"
"ncbi" "Nitrosococcus halophilus Nc 4" "Nitrosococcus" "Chromatiales" "Chromatiaceae" "Gammaproteobacteria" "Proteobacteria" "Nitrosococcus halophilus Nc 4"
"ncbi" "Methylomonas methanica MC09" "Methylomonas" "Methylococcales" "Methylococcaceae" "Gammaproteobacteria" "Proteobacteria" "Methylomonas methanica MC09"
"ncbi" "Pleurocapsa sp. PCC 7327" "Pleurocapsa" "Pleurocapsales" "Hyellaceae" NA "Cyanobacteria" "Pleurocapsa sp. PCC 7327"
"ncbi" "Candidatus Desulfofervidus auxilii" "Candidatus Desulfofervidus" NA "Candidatus Desulfofervidaceae" "Deltaproteobacteria" "Proteobacteria" "Candidatus Desulfofervidus auxilii"
"ncbi" "Leptolyngbya sp. NIES-3755" "Leptolyngbya" "Synechococcales" "Leptolyngbyaceae" NA "Cyanobacteria" "Leptolyngbya sp. NIES-3755"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Oscillatoriales cyanobacterium JSC-12" NA "Oscillatoriales" NA NA "Cyanobacteria" "Oscillatoriales cyanobacterium JSC-12"
"ncbi" "Candidatus Desulfofervidus auxilii" "Candidatus Desulfofervidus" NA "Candidatus Desulfofervidaceae" "Deltaproteobacteria" "Proteobacteria" "Candidatus Desulfofervidus auxilii"
"ncbi" "Candidatus Accumulibacter sp. SK-02" "Candidatus Accumulibacter" NA NA "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-02"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Desulfobacula toluolica Tol2" "Desulfobacula" "Desulfobacterales" "Desulfobacteraceae" "Deltaproteobacteria" "Proteobacteria" "Desulfobacula toluolica Tol2"
"ncbi" "Propionivibrio sp. S1" "Propionivibrio" "Rhodocyclales" "Rhodocyclaceae" "Betaproteobacteria" "Proteobacteria" "Propionivibrio sp. S1"
"ncbi" "Dechloromonas aromatica RCB" "Dechloromonas" "Rhodocyclales" "Azonexaceae" "Betaproteobacteria" "Proteobacteria" "Dechloromonas aromatica RCB"
"ncbi" "Sulfuricaulis limicola" "Sulfuricaulis" "Acidiferrobacterales" "Acidiferrobacteraceae" "Gammaproteobacteria" "Proteobacteria" "Sulfuricaulis limicola"
"ncbi" "Candidatus Accumulibacter sp. SK-01" "Candidatus Accumulibacter" NA NA "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-01"
"ncbi" "Candidatus Accumulibacter sp. SK-02" "Candidatus Accumulibacter" NA NA "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-02"
"ncbi" "Nitrosomonas eutropha C91" "Nitrosomonas" "Nitrosomonadales" "Nitrosomonadaceae" "Betaproteobacteria" "Proteobacteria" "Nitrosomonas eutropha C91"
"ncbi" "Geobacter metallireducens GS-15" "Geobacter" "Desulfuromonadales" "Geobacteraceae" "Deltaproteobacteria" "Proteobacteria" "Geobacter metallireducens GS-15"
"ncbi" "Rhodanobacter spathiphylli B39" "Rhodanobacter" "Xanthomonadales" "Rhodanobacteraceae" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter spathiphylli B39"
"ncbi" "Opitutaceae bacterium TSB47" NA "Opitutales" "Opitutaceae" "Opitutae" "Verrucomicrobia" "Opitutaceae bacterium TSB47"
"ncbi" "Leptolyngbya sp. PCC 7375" "Leptolyngbya" "Synechococcales" "Leptolyngbyaceae" NA "Cyanobacteria" "Leptolyngbya sp. PCC 7375"
"ncbi" "Rhodocyclaceae bacterium PG1-Ca6" "Rugosibacter" "Rhodocyclales" "Rhodocyclaceae" "Betaproteobacteria" "Proteobacteria" "Rhodocyclaceae bacterium PG1-Ca6"
"ncbi" "Rhodocyclaceae bacterium PG1-Ca6" "Rugosibacter" "Rhodocyclales" "Rhodocyclaceae" "Betaproteobacteria" "Proteobacteria" "Rhodocyclaceae bacterium PG1-Ca6"
"ncbi" "Lysobacter arseniciresistens ZS79" "Lysobacter" "Xanthomonadales" "Xanthomonadaceae" "Gammaproteobacteria" "Proteobacteria" "Lysobacter arseniciresistens ZS79"
"ncbi" "Dyella thiooxydans" "Dyella" "Xanthomonadales" "Rhodanobacteraceae" "Gammaproteobacteria" "Proteobacteria" "Dyella thiooxydans"
"ncbi" "Alicycliphilus sp. B1" "Alicycliphilus" "Burkholderiales" "Comamonadaceae" "Betaproteobacteria" "Proteobacteria" "Alicycliphilus sp. B1"
"ncbi" "Methylophilus sp. TWE2" "Methylophilus" "Nitrosomonadales" "Methylophilaceae" "Betaproteobacteria" "Proteobacteria" "Methylophilus sp. TWE2"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Candidatus Accumulibacter sp. SK-01" "Candidatus Accumulibacter" NA NA "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-01"
"ncbi" "Methylophilaceae bacterium 11" NA "Nitrosomonadales" "Methylophilaceae" "Betaproteobacteria" "Proteobacteria" "Methylophilaceae bacterium 11"
"ncbi" "Gemmatirosa kalamazoonesis" "Gemmatirosa" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatirosa kalamazoonesis"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Pleurocapsa sp. PCC 7327" "Pleurocapsa" "Pleurocapsales" "Hyellaceae" NA "Cyanobacteria" "Pleurocapsa sp. PCC 7327"
"ncbi" "Nitrosococcus halophilus Nc 4" "Nitrosococcus" "Chromatiales" "Chromatiaceae" "Gammaproteobacteria" "Proteobacteria" "Nitrosococcus halophilus Nc 4"
"ncbi" "Betaproteobacteria bacterium SG8_39" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SG8_39"
"ncbi" "Nitrosomonas eutropha C91" "Nitrosomonas" "Nitrosomonadales" "Nitrosomonadaceae" "Betaproteobacteria" "Proteobacteria" "Nitrosomonas eutropha C91"
"ncbi" "Ferriphaselus amnicola" "Ferriphaselus" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Ferriphaselus amnicola"
"ncbi" "Betaproteobacteria bacterium SG8_39" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SG8_39"
"ncbi" "Dyella thiooxydans" "Dyella" "Xanthomonadales" "Rhodanobacteraceae" "Gammaproteobacteria" "Proteobacteria" "Dyella thiooxydans"
"ncbi" "Candidatus Kuenenia stuttgartiensis" "Candidatus Kuenenia" "Candidatus Brocadiales" "Candidatus Brocadiaceae" "Planctomycetia" "Planctomycetes" "Candidatus Kuenenia stuttgartiensis"
"ncbi" "Candidatus Desulfofervidus auxilii" "Candidatus Desulfofervidus" NA "Candidatus Desulfofervidaceae" "Deltaproteobacteria" "Proteobacteria" "Candidatus Desulfofervidus auxilii"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Gemmatimonas sp. SM23_52" "Gemmatimonas" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonas sp. SM23_52"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Nitrosococcus watsonii C-113" "Nitrosococcus" "Chromatiales" "Chromatiaceae" "Gammaproteobacteria" "Proteobacteria" "Nitrosococcus watsonii C-113"
"ncbi" "Candidatus Desulfofervidus auxilii" "Candidatus Desulfofervidus" NA "Candidatus Desulfofervidaceae" "Deltaproteobacteria" "Proteobacteria" "Candidatus Desulfofervidus auxilii"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "uncultured bacterium BAL3" NA NA NA NA NA "uncultured bacterium BAL3"
"ncbi" "Coraliomargarita akajimensis DSM 45221" "Coraliomargarita" "Puniceicoccales" "Puniceicoccaceae" "Opitutae" "Verrucomicrobia" "Coraliomargarita akajimensis DSM 45221"
"ncbi" "Candidatus Kuenenia stuttgartiensis" "Candidatus Kuenenia" "Candidatus Brocadiales" "Candidatus Brocadiaceae" "Planctomycetia" "Planctomycetes" "Candidatus Kuenenia stuttgartiensis"
"ncbi" "Opitutaceae bacterium TAV5" NA "Opitutales" "Opitutaceae" "Opitutae" "Verrucomicrobia" "Opitutaceae bacterium TAV5"
"ncbi" "Candidatus Accumulibacter sp. SK-12" "Candidatus Accumulibacter" NA NA "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-12"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Caldilinea aerophila DSM 14535 = NBRC 104270" "Caldilinea" "Caldilineales" "Caldilineaceae" "Caldilineae" "Chloroflexi" "Caldilinea aerophila DSM 14535 = NBRC 104270"
"ncbi" "Candidatus Accumulibacter sp. SK-02" "Candidatus Accumulibacter" NA NA "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-02"
"ncbi" "Candidatus Desulfofervidus auxilii" "Candidatus Desulfofervidus" NA "Candidatus Desulfofervidaceae" "Deltaproteobacteria" "Proteobacteria" "Candidatus Desulfofervidus auxilii"
"ncbi" "Leptolyngbya boryana IAM M-101" "Leptolyngbya" "Synechococcales" "Leptolyngbyaceae" NA "Cyanobacteria" "Leptolyngbya boryana IAM M-101"
"ncbi" "Candidatus Magnetomorum sp. HK-1" "Candidatus Magnetomorum" "Desulfobacterales" "Desulfobacteraceae" "Deltaproteobacteria" "Proteobacteria" "Candidatus Magnetomorum sp. HK-1"
"ncbi" "Candidatus Accumulibacter sp. SK-12" "Candidatus Accumulibacter" NA NA "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-12"
"ncbi" "Rhodanobacter sp. Root179" "Rhodanobacter" "Xanthomonadales" "Rhodanobacteraceae" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter sp. Root179"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Candidatus Accumulibacter sp. SK-02" "Candidatus Accumulibacter" NA NA "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-02"
"ncbi" "Nitrosococcus halophilus Nc 4" "Nitrosococcus" "Chromatiales" "Chromatiaceae" "Gammaproteobacteria" "Proteobacteria" "Nitrosococcus halophilus Nc 4"
"ncbi" "Opitutaceae bacterium TSB47" NA "Opitutales" "Opitutaceae" "Opitutae" "Verrucomicrobia" "Opitutaceae bacterium TSB47"
"ncbi" "Geobacter metallireducens GS-15" "Geobacter" "Desulfuromonadales" "Geobacteraceae" "Deltaproteobacteria" "Proteobacteria" "Geobacter metallireducens GS-15"
"ncbi" "uncultured microorganism" NA NA NA NA NA "uncultured microorganism"
"ncbi" "Chloroflexi bacterium OLB14" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium OLB14"
"ncbi" "Phycisphaerae bacterium SG8_4" NA NA NA "Phycisphaerae" "Planctomycetes" "Phycisphaerae bacterium SG8_4"
"ncbi" "Candidatus Desulfofervidus auxilii" "Candidatus Desulfofervidus" NA "Candidatus Desulfofervidaceae" "Deltaproteobacteria" "Proteobacteria" "Candidatus Desulfofervidus auxilii"
"ncbi" "Betaproteobacteria bacterium SG8_39" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SG8_39"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Halothiobacillus sp. LS2" "Halothiobacillus" "Chromatiales" "Halothiobacillaceae" "Gammaproteobacteria" "Proteobacteria" "Halothiobacillus sp. LS2"
"ncbi" "Oscillochloris trichoides DG6" "Oscillochloris" "Chloroflexales" "Oscillochloridaceae" "Chloroflexia" "Chloroflexi" "Oscillochloris trichoides DG6"
"ncbi" "Candidatus Brocadia sinica JPN1" "Candidatus Brocadia" "Candidatus Brocadiales" "Candidatus Brocadiaceae" "Planctomycetia" "Planctomycetes" "Candidatus Brocadia sinica JPN1"
"ncbi" "Opitutaceae bacterium TSB47" NA "Opitutales" "Opitutaceae" "Opitutae" "Verrucomicrobia" "Opitutaceae bacterium TSB47"
"ncbi" "Candidatus Magnetomorum sp. HK-1" "Candidatus Magnetomorum" "Desulfobacterales" "Desulfobacteraceae" "Deltaproteobacteria" "Proteobacteria" "Candidatus Magnetomorum sp. HK-1"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Betaproteobacteria bacterium SG8_39" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium SG8_39"
"ncbi" "Nitrococcus mobilis Nb-231" "Nitrococcus" "Chromatiales" "Ectothiorhodospiraceae" "Gammaproteobacteria" "Proteobacteria" "Nitrococcus mobilis Nb-231"
"ncbi" "Candidatus Accumulibacter sp. SK-02" "Candidatus Accumulibacter" NA NA "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. SK-02"
"ncbi" "Thioalkalivibrio sulfidophilus HL-EbGr7" "Thioalkalivibrio" "Chromatiales" "Ectothiorhodospiraceae" "Gammaproteobacteria" "Proteobacteria" "Thioalkalivibrio sulfidophilus HL-EbGr7"
"ncbi" "Candidatus Desulfofervidus auxilii" "Candidatus Desulfofervidus" NA "Candidatus Desulfofervidaceae" "Deltaproteobacteria" "Proteobacteria" "Candidatus Desulfofervidus auxilii"
"ncbi" "Oscillatoriales cyanobacterium JSC-12" NA "Oscillatoriales" NA NA "Cyanobacteria" "Oscillatoriales cyanobacterium JSC-12"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Nitrococcus mobilis Nb-231" "Nitrococcus" "Chromatiales" "Ectothiorhodospiraceae" "Gammaproteobacteria" "Proteobacteria" "Nitrococcus mobilis Nb-231"
"ncbi" "Tepidicaulis marinus" "Tepidicaulis" "Rhizobiales" "Rhodobiaceae" "Alphaproteobacteria" "Proteobacteria" "Tepidicaulis marinus"
"ncbi" "Rhizomicrobium sp. SCGC AG-212-E05" "Rhizomicrobium" "Micropepsales" "Micropepsaceae" "Alphaproteobacteria" "Proteobacteria" "Rhizomicrobium sp. SCGC AG-212-E05"
"ncbi" "Rhizomicrobium sp. SCGC AG-212-E05" "Rhizomicrobium" "Micropepsales" "Micropepsaceae" "Alphaproteobacteria" "Proteobacteria" "Rhizomicrobium sp. SCGC AG-212-E05"
"ncbi" "Rhizomicrobium sp. SCGC AG-212-E05" "Rhizomicrobium" "Micropepsales" "Micropepsaceae" "Alphaproteobacteria" "Proteobacteria" "Rhizomicrobium sp. SCGC AG-212-E05"
"ncbi" "Rhizomicrobium sp. SCGC AG-212-E05" "Rhizomicrobium" "Micropepsales" "Micropepsaceae" "Alphaproteobacteria" "Proteobacteria" "Rhizomicrobium sp. SCGC AG-212-E05"
"ncbi" "Pseudomonas aeruginosa VRFPA04" "Pseudomonas" "Pseudomonadales" "Pseudomonadaceae" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas aeruginosa VRFPA04"
"ncbi" "Salmonella enterica subsp. enterica serovar Typhi" "Salmonella" "Enterobacterales" "Enterobacteriaceae" "Gammaproteobacteria" "Proteobacteria" "Salmonella enterica subsp. enterica serovar Typhi"
"ncbi" "Rhizomicrobium sp. SCGC AG-212-E05" "Rhizomicrobium" "Micropepsales" "Micropepsaceae" "Alphaproteobacteria" "Proteobacteria" "Rhizomicrobium sp. SCGC AG-212-E05"
"ncbi" "Rhizomicrobium sp. SCGC AG-212-E05" "Rhizomicrobium" "Micropepsales" "Micropepsaceae" "Alphaproteobacteria" "Proteobacteria" "Rhizomicrobium sp. SCGC AG-212-E05"
"ncbi" "Rhizomicrobium sp. SCGC AG-212-E05" "Rhizomicrobium" "Micropepsales" "Micropepsaceae" "Alphaproteobacteria" "Proteobacteria" "Rhizomicrobium sp. SCGC AG-212-E05"
"ncbi" "Escherichia coli UMEA 3151-1" "Escherichia" "Enterobacterales" "Enterobacteriaceae" "Gammaproteobacteria" "Proteobacteria" "Escherichia coli UMEA 3151-1"
"ncbi" "Escherichia coli UMEA 3151-1" "Escherichia" "Enterobacterales" "Enterobacteriaceae" "Gammaproteobacteria" "Proteobacteria" "Escherichia coli UMEA 3151-1"
"ncbi" "Acinetobacter baumannii AYE" "Acinetobacter" "Pseudomonadales" "Moraxellaceae" "Gammaproteobacteria" "Proteobacteria" "Acinetobacter baumannii AYE"
"ncbi" "Escherichia coli PA24" "Escherichia" "Enterobacterales" "Enterobacteriaceae" "Gammaproteobacteria" "Proteobacteria" "Escherichia coli PA24"
"ncbi" "Escherichia coli UMEA 3151-1" "Escherichia" "Enterobacterales" "Enterobacteriaceae" "Gammaproteobacteria" "Proteobacteria" "Escherichia coli UMEA 3151-1"
"ncbi" "Escherichia coli UMEA 3151-1" "Escherichia" "Enterobacterales" "Enterobacteriaceae" "Gammaproteobacteria" "Proteobacteria" "Escherichia coli UMEA 3151-1"
"ncbi" "Escherichia coli" "Escherichia" "Enterobacterales" "Enterobacteriaceae" "Gammaproteobacteria" "Proteobacteria" "Escherichia coli"
"ncbi" "Escherichia coli" "Escherichia" "Enterobacterales" "Enterobacteriaceae" "Gammaproteobacteria" "Proteobacteria" "Escherichia coli"
"ncbi" "Escherichia coli PA24" "Escherichia" "Enterobacterales" "Enterobacteriaceae" "Gammaproteobacteria" "Proteobacteria" "Escherichia coli PA24"
"ncbi" "Escherichia coli" "Escherichia" "Enterobacterales" "Enterobacteriaceae" "Gammaproteobacteria" "Proteobacteria" "Escherichia coli"
"ncbi" "Bifidobacterium thermophilum" "Bifidobacterium" "Bifidobacteriales" "Bifidobacteriaceae" "Actinobacteria" "Actinobacteria" "Bifidobacterium thermophilum"
"ncbi" "Streptococcus suis" "Streptococcus" "Lactobacillales" "Streptococcaceae" "Bacilli" "Firmicutes" "Streptococcus suis"
"ncbi" "Streptococcus suis" "Streptococcus" "Lactobacillales" "Streptococcaceae" "Bacilli" "Firmicutes" "Streptococcus suis"
"ncbi" "Streptococcus suis" "Streptococcus" "Lactobacillales" "Streptococcaceae" "Bacilli" "Firmicutes" "Streptococcus suis"
"ncbi" "Streptococcus suis" "Streptococcus" "Lactobacillales" "Streptococcaceae" "Bacilli" "Firmicutes" "Streptococcus suis"
"ncbi" "uncultured bacterium" NA NA NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA NA NA "uncultured bacterium"
"ncbi" "Mucilaginibacter sp. PAMC 26640" "Mucilaginibacter" "Sphingobacteriales" "Sphingobacteriaceae" "Sphingobacteriia" "Bacteroidetes" "Mucilaginibacter sp. PAMC 26640"
"ncbi" "Flavobacterium piscis" "Flavobacterium" "Flavobacteriales" "Flavobacteriaceae" "Flavobacteriia" "Bacteroidetes" "Flavobacterium piscis"
"ncbi" "Flavobacteriaceae bacterium CRH" NA "Flavobacteriales" "Flavobacteriaceae" "Flavobacteriia" "Bacteroidetes" "Flavobacteriaceae bacterium CRH"
"ncbi" "Chryseobacterium piperi" "Chryseobacterium" "Flavobacteriales" "Flavobacteriaceae" "Flavobacteriia" "Bacteroidetes" "Chryseobacterium piperi"
"ncbi" "Niabella sp. BS26" "Niabella" "Chitinophagales" "Chitinophagaceae" "Chitinophagia" "Bacteroidetes" "Niabella sp. BS26"
"ncbi" "Chryseobacterium piperi" "Chryseobacterium" "Flavobacteriales" "Flavobacteriaceae" "Flavobacteriia" "Bacteroidetes" "Chryseobacterium piperi"
"ncbi" "Chryseobacterium piperi" "Chryseobacterium" "Flavobacteriales" "Flavobacteriaceae" "Flavobacteriia" "Bacteroidetes" "Chryseobacterium piperi"
"ncbi" "Chryseobacterium sp. FH2" "Chryseobacterium" "Flavobacteriales" "Flavobacteriaceae" "Flavobacteriia" "Bacteroidetes" "Chryseobacterium sp. FH2"
"ncbi" "Chryseobacterium sp. FH2" "Chryseobacterium" "Flavobacteriales" "Flavobacteriaceae" "Flavobacteriia" "Bacteroidetes" "Chryseobacterium sp. FH2"
"ncbi" "Gallionella capsiferriformans ES-2" "Gallionella" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Gallionella capsiferriformans ES-2"
"ncbi" "Gallionella capsiferriformans ES-2" "Gallionella" "Nitrosomonadales" "Gallionellaceae" "Betaproteobacteria" "Proteobacteria" "Gallionella capsiferriformans ES-2"
