"db" "query" "genus" "class" "phylum"
"ncbi" "Aureimonas sp. Leaf324" "Aureimonas" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Blastomonas sp. RAC04" "Blastomonas" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Phenylobacterium sp. Root700" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Shewanella putrefaciens 200" "Shewanella" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Bacillus galactosidilyticus" "Bacillus" "Bacilli" "Firmicutes"
"ncbi" "Bacillus hemicellulosilyticus JCM 9152" "Bacillus" "Bacilli" "Firmicutes"
"ncbi" "Xylella fastidiosa MUL0034" "Xylella" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Patulibacter sp. I11" "Patulibacter" "Thermoleophilia" "Actinobacteria"
"ncbi" "Shewanella benthica" "Shewanella" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Cupriavidus sp. UYMMa02A" "Cupriavidus" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Oceanibulbus indolifex HEL-45" "Oceanibulbus" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Opitutaceae bacterium BACL24 MAG-120322-bin51" NA "Opitutae" "Verrucomicrobia"
"ncbi" "Parcubacteria bacterium GW2011_GWB1_45_7" NA NA "Parcubacteria"
"ncbi" "Caulobacter sp. UNC279MFTsu5.1" "Caulobacter" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Enterobacter cloacae complex sp. 35699" "Enterobacter" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Mesorhizobium sp. Root102" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Thiomonas intermedia K12" "Thiomonas" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Microgenomates (Daviesbacteria) bacterium GW2011_GWA2_38_24" NA NA "Candidatus Microgenomates"
"ncbi" "Wenyingzhuangia fucanilytica" "Wenyingzhuangia" "Flavobacteriia" "Bacteroidetes"
"ncbi" "Skermanella aerolata KACC 11604" "Skermanella" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Sphingobium czechense LL01" "Sphingobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Pseudoxanthomonas sp. Root65" "Pseudoxanthomonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Azoarcus sp. CIB" "Azoarcus" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Thalassolituus oleivorans R6-15" "Thalassolituus" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Shewanella sp. P1-14-1" "Shewanella" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Shewanella baltica OS678" "Shewanella" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Marinobacter nanhaiticus D15-8W" "Marinobacter" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Marinomonas sp. TW1" "Marinomonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Herbaspirillum seropedicae SmR1" "Herbaspirillum" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Shinella sp. HZN7" "Shinella" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Bradyrhizobium icense" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Bradyrhizobium valentinum" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Comamonas testosteroni TK102" "Comamonas" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Shewanella violacea DSS12" "Shewanella" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Fulvimarina pelagi HTCC2506" "Fulvimarina" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Pseudomonas syringae ICMP 19498" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Rhizobium sp. NT-26" "Rhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Crenobacter luteus" "Crenobacter" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Aeromicrobium sp. Root344" "Aeromicrobium" "Actinobacteria" "Actinobacteria"
"ncbi" "Rhizobium sp. Root1203" "Rhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Lysobacter sp. Root494" "Lysobacter" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "SAR92 bacterium BACL16 MAG-120619-bin48" NA "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Planctomyces limnophilus DSM 3776" "Planctopirus" "Planctomycetia" "Planctomycetes"
"ncbi" "Woeseia oceani" "Woeseia" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Marinomonas sp. SBI8L" "Marinomonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Rhizobium sp. Leaf386" "Rhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Marinomonas spartinae" "Marinomonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Aminobacter sp. Root100" "Aminobacter" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Sphingobacterium antarcticus 4BY" "Pedobacter" "Sphingobacteriia" "Bacteroidetes"
"ncbi" "Vogesella sp. LIG4" "Vogesella" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Bacillus manliponensis" "Bacillus" "Bacilli" "Firmicutes"
"ncbi" "Stenotrophomonas maltophilia" "Stenotrophomonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Labilithrix luteola" "Labilithrix" "Deltaproteobacteria" "Proteobacteria"
"ncbi" "Cellulophaga baltica NN016038" "Cellulophaga" "Flavobacteriia" "Bacteroidetes"
"ncbi" "Methylobacterium sp. Leaf113" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Myxococcus xanthus DK 1622" "Myxococcus" "Deltaproteobacteria" "Proteobacteria"
"ncbi" "Rhizobium multihospitium" "Rhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Novosphingobium sp. Leaf2" "Novosphingobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Tetrasphaera australiensis Ben110" "Tetrasphaera" "Actinobacteria" "Actinobacteria"
"ncbi" "Pedobacter sp. Hv1" "Pedobacter" "Sphingobacteriia" "Bacteroidetes"
"ncbi" "Hyphomicrobium denitrificans ATCC 51888" "Hyphomicrobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Meiothermus silvanus DSM 9946" "Meiothermus" "Deinococci" "Deinococcus-Thermus"
"ncbi" "Polaromonas naphthalenivorans CJ2" "Polaromonas" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Sphingomonas sp. Leaf226" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Paracoccus sp. MKU1" "Paracoccus" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Methylobacterium platani JCM 14648" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Geobacillus thermoglucosidasius" "Parageobacillus" "Bacilli" "Firmicutes"
"ncbi" "Parcubacteria bacterium GW2011_GWA1_53_13" NA NA "Parcubacteria"
"ncbi" "Bacillus sp. IHB B 7164" "Bacillus" "Bacilli" "Firmicutes"
"ncbi" "Afipia massiliensis" "Afipia" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Burkholderia terrae BS001" "Paraburkholderia" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Mesorhizobium huakuii 7653R" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Bacillus sp. FJAT-21945" "Bacillus" "Bacilli" "Firmicutes"
"ncbi" "Colwellia psychrerythraea 34H" "Colwellia" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Bradyrhizobium sp. ORS 285" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "[Bacillus] aminovorans" NA NA "Firmicutes"
"ncbi" "Rhizobium leguminosarum bv. trifolii WSM1689" "Rhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Massilia sp. WF1" "Massilia" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Bradyrhizobium diazoefficiens" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Lautropia sp. SCN 70-15" "Lautropia" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Rhodobacter sp. 24-YEA-8" "Rhodobacter" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Nitrosomonas sp. AL212" "Nitrosomonas" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Achromobacter sp. KAs 3-5" "Achromobacter" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Sinorhizobium sp. Sb3" "Sinorhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Knoellia sp. Soil729" "Knoellia" "Actinobacteria" "Actinobacteria"
"ncbi" "Staphylococcus equorum subsp. equorum Mu2" "Staphylococcus" "Bacilli" "Firmicutes"
"ncbi" "Devosia sp. Root413D1" "Devosia" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Burkholderia cepacia ATCC 25416" "Burkholderia" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Labrys sp. WJW" "Labrys" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Microgenomates (Gottesmanbacteria) bacterium GW2011_GWC1_43_10" NA NA "Candidatus Microgenomates"
"ncbi" "Rhizobium sp. R2-400B4" "Pseudorhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Hoeflea sp. BAL378" "Hoeflea" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Methylobacterium variabile" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Geobacillus sp. JS12" "Geobacillus" "Bacilli" "Firmicutes"
"ncbi" "Ensifer sp. 1H6" "Ensifer" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Alteromonas macleodii str. 'Black Sea 11'" "Alteromonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Microvirga vignae" "Microvirga" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Alteromonas addita" "Alteromonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Bacillus muralis" "Bacillus" "Bacilli" "Firmicutes"
"ncbi" "Bradyrhizobium sp. UASWS1016" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Microgenomates (Gottesmanbacteria) bacterium GW2011_GWA1_43_11" NA NA "Candidatus Microgenomates"
"ncbi" "Sphingomonas haloaromaticamans" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Shewanella amazonensis SB2B" "Shewanella" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Bartonella birtlesii LL-WM9" "Bartonella" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Bacillus sp. X1(2014)" NA NA "Firmicutes"
"ncbi" "Rubrivivax sp. SCN 70-15" "Rubrivivax" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Paraglaciecola polaris LMG 21857" "Paraglaciecola" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Cycloclasticus sp. P1" "Cycloclasticus" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Mariprofundus ferrooxydans PV-1" "Mariprofundus" "Zetaproteobacteria" "Proteobacteria"
"ncbi" "Zhongshania aliphaticivorans" "Zhongshania" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "SAR92 bacterium BACL26 MAG-121220-bin70" NA "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Oleispira antarctica RB-8" "Oleispira" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Bosea vaviloviae" "Bosea" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Erythrobacter sp. JL475" "Erythrobacter" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Neorhizobium galegae bv. orientalis" "Neorhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Thalassobaculum litoreum DSM 18839" "Thalassobaculum" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Thauera sp. 27" "Thauera" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Xanthomonadales bacterium 63-13" NA "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Lihuaxuella thermophila" "Lihuaxuella" "Bacilli" "Firmicutes"
"ncbi" "Pannonibacter indicus" "Pannonibacter" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Pseudoalteromonas sp. P1-8" "Pseudoalteromonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Bartonella rattimassiliensis 15908" "Bartonella" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Sphingomonas sp. Leaf28" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Endozoicomonas elysicola" "Endozoicomonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Thalassobacter arenae DSM 19593" "Litoreibacter" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Buttiauxella gaviniae ATCC 51604" "Buttiauxella" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Zetaproteobacteria bacterium CG1_02_55_237" NA "Zetaproteobacteria" "Proteobacteria"
"ncbi" "Cupriavidus sp. SK-3" "Cupriavidus" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Paenibacillus larvae subsp. larvae DSM 25719" "Paenibacillus" "Bacilli" "Firmicutes"
"ncbi" "Methylobacterium sp. Leaf112" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "gamma proteobacterium HIMB55" NA "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Burkholderiales bacterium 67-32" NA "Betaproteobacteria" "Proteobacteria"
"ncbi" "Serratia sp. Ag1" "Serratia" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Colwellia sp. MT41" "Colwellia" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Gammaproteobacteria bacterium MOLA455" NA "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Methyloglobulus morosus KoM1" "Methyloglobulus" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Bacillus coagulans" "Bacillus" "Bacilli" "Firmicutes"
"ncbi" "Coxiellaceae bacterium CC99" "Candidatus Berkiella" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Phenylobacterium sp. RIFCSPHIGHO2_01_FULL_69_31" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Parageobacillus caldoxylosilyticus" "Parageobacillus" "Bacilli" "Firmicutes"
"ncbi" "Candidatus Peribacter riflensis" "Candidatus Peribacter" "Candidatus Peribacteria" "Candidatus Peregrinibacteria"
"ncbi" "Lutibacter sp. BRH_c52" "Lutibacter" "Flavobacteriia" "Bacteroidetes"
"ncbi" "Acidiphilium sp. PM" "Acidiphilium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446" "Alicyclobacillus" "Bacilli" "Firmicutes"
"ncbi" "Planctopirus sp. JC280" "Planctopirus" "Planctomycetia" "Planctomycetes"
"ncbi" "Aeromonas veronii" "Aeromonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Pseudomonas stutzeri" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Paracoccus denitrificans PD1222" "Paracoccus" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Enterococcus faecium UC7256" "Enterococcus" "Bacilli" "Firmicutes"
"ncbi" "OM182 bacterium BACL3 MAG-120920-bin58" NA "Betaproteobacteria" "Proteobacteria"
"ncbi" "Shewanella gelidimarina" "Shewanella" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Candidatus Phaeomarinobacter ectocarpi" "Candidatus Phaeomarinobacter" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Burkholderia sp. PAMC 26561" "Burkholderia" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Bradyrhizobium sp. STM 3809" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Phaeospirillum fulvum MGU-K5" "Phaeospirillum" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Kineosphaera limosa NBRC 100340" "Kineosphaera" "Actinobacteria" "Actinobacteria"
"ncbi" "Rhizobium sp. Root708" "Rhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Herbaspirillum sp. VT-16-41" "Herbaspirillum" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Melghirimyces thermohalophilus" "Melghirimyces" "Bacilli" "Firmicutes"
"ncbi" "Bacillus velezensis" "Bacillus" "Bacilli" "Firmicutes"
"ncbi" "Fictibacillus arsenicus" "Fictibacillus" "Bacilli" "Firmicutes"
"ncbi" "Pseudomonas sp. 12M76_air" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Staphylococcus aureus Tur-12" "Staphylococcus" "Bacilli" "Firmicutes"
"ncbi" "Pseudoalteromonas rubra ATCC 29570" "Pseudoalteromonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Halioglobus sp. HI00S01" "Halioglobus" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Comamonas testosteroni ATCC 11996" "Comamonas" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Bartonella alsatica IBS 382" "Bartonella" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Novosphingobium sp. FSW06-99" "Novosphingobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Cardiobacterium hominis ATCC 15826" "Cardiobacterium" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Pannonibacter phragmitetus" "Pannonibacter" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Sphingopyxis sp. 113P3" "Sphingopyxis" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Paenibacillus sp. FSL R7-0273" "Paenibacillus" "Bacilli" "Firmicutes"
"ncbi" "Bacillus sp. FJAT-27231" "Bacillus" "Bacilli" "Firmicutes"
"ncbi" "Caulobacter sp. Root487D2Y" "Caulobacter" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Parageobacillus thermoglucosidans" "Parageobacillus" "Bacilli" "Firmicutes"
"ncbi" "Novosphingobium barchaimii LL02" "Novosphingobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Bacillus methanolicus MGA3" "Bacillus" "Bacilli" "Firmicutes"
"ncbi" "Methylobacterium sp. ARG-1" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Achromobacter ruhlandii" "Achromobacter" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Sphingorhabdus sp. M41" "Sphingorhabdus" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Rhodanobacter sp. FW104-R5" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Simiduia agarivorans SA1 = DSM 21679" "Simiduia" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Idiomarina woesei" "Idiomarina" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Bartonella melophagi K-2C" "Bartonella" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Rhizobium leguminosarum bv. trifolii WSM1325" "Rhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Shewanella denitrificans OS217" "Shewanella" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Methylobacterium sp. GXF4" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Novosphingobium sp. AAP93" "Novosphingobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Bartonella schoenbuchensis m07a" "Bartonella" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Nitrospina gracilis 3/211" "Nitrospina" "Nitrospinia" "Nitrospinae"
"ncbi" "Parcubacteria bacterium GW2011_GWB1_36_5" NA NA "Parcubacteria"
"ncbi" "Thalassomonas viridans" "Thalassomonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Ochrobactrum anthropi" "Ochrobactrum" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Ralstonia sp. PBA" "Ralstonia" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Acidovorax sp. Root217" "Acidovorax" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Serratia marcescens VGH107" "Serratia" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Flavobacteriaceae bacterium 3519-10" NA "Flavobacteriia" "Bacteroidetes"
"ncbi" "Mannheimia varigena USDA-ARS-USMARC-1296" "Mannheimia" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Rhizobium freirei PRF 81" "Rhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Methylomonas methanica" "Methylomonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Chromobacterium sp. LK1" "Chromobacterium" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Psychrobacter alimentarius" "Psychrobacter" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Pseudomonadaceae bacterium D3318" "Oblitimonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Nitratireductor indicus" "Nitratireductor" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Thauera terpenica 58Eu" "Thauera" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Hymenobacter sp. APR13" "Hymenobacter" "Cytophagia" "Bacteroidetes"
"ncbi" "Serratia marcescens BIDMC 44" "Serratia" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Bradyrhizobium sp. BTAi1" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Advenella kashmirensis W13003" "Advenella" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Methylotenera mobilis JLW8" "Methylotenera" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Stenotrophomonas maltophilia SKK35" "Stenotrophomonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Rhodanobacter sp. 2APBS1" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Halomonadaceae bacterium T82-2" NA "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Hoeflea olei" "Hoeflea" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Caulobacter henricii" "Caulobacter" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Leptothrix cholodnii SP-6" "Leptothrix" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Serratia sp. DD3" "Serratia" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Duganella sp. Leaf61" "Duganella" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Parcubacteria bacterium GW2011_GWB1_55_9" NA NA "Parcubacteria"
"ncbi" "Martelella sp. AD-3" "Martelella" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Mesorhizobium sp. ORS3324" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria"
"ncbi" "Luteimonas tolerans" "Luteimonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Oleiphilus sp. HI0125" "Oleiphilus" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Burkholderia sp. CCGE1003" "Burkholderia" "Betaproteobacteria" "Proteobacteria"
"ncbi" "Aeromonas veronii B565" "Aeromonas" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Psychrobacter aquaticus CMS 56" "Psychrobacter" "Gammaproteobacteria" "Proteobacteria"
"ncbi" "Dechloromonas denitrificans" "Dechloromonas" "Betaproteobacteria" "Proteobacteria"
