"db" "query" "genus" "class" "phylum" "Organism"
"ncbi" "Planctomycetales bacterium 71-10" NA "Planctomycetia" "Planctomycetes" "Planctomycetales bacterium 71-10"
"ncbi" "Deltaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_43_49" NA "Deltaproteobacteria" "Proteobacteria" "Deltaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_43_49"
"ncbi" "Terrimicrobium sacchariphilum" "Terrimicrobium" "Spartobacteria" "Verrucomicrobia" "Terrimicrobium sacchariphilum"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_65_14" NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_65_14"
"ncbi" "Anaerolineae bacterium CG2_30_57_67" NA "Anaerolineae" "Chloroflexi" "Anaerolineae bacterium CG2_30_57_67"
"ncbi" "Gemmatimonas sp. SG8_28" "Gemmatimonas" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonas sp. SG8_28"
"ncbi" "Elusimicrobia bacterium GWB2_63_22" NA NA "Elusimicrobia" "Elusimicrobia bacterium GWB2_63_22"
"ncbi" "Brevibacillus sp. WF146" "Brevibacillus" "Bacilli" "Firmicutes" "Brevibacillus sp. WF146"
"ncbi" "Mycobacterium heckeshornense" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium heckeshornense"
"ncbi" "Sphaerobacter thermophilus DSM 20745" "Sphaerobacter" "Thermomicrobia" "Chloroflexi" "Sphaerobacter thermophilus DSM 20745"
"ncbi" "Sorangium cellulosum" "Sorangium" "Deltaproteobacteria" "Proteobacteria" "Sorangium cellulosum"
"ncbi" "Mycobacterium sp. 852002-51163_SCH5372311" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. 852002-51163_SCH5372311"
"ncbi" "candidate division Zixibacteria bacterium SM1_73" NA NA "candidate division Zixibacteria" "candidate division Zixibacteria bacterium SM1_73"
"ncbi" "Rhodopseudomonas palustris CGA009" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas palustris CGA009"
"ncbi" "Nitrospirae bacterium RIFCSPLOWO2_02_FULL_62_14" NA NA "Nitrospirae" "Nitrospirae bacterium RIFCSPLOWO2_02_FULL_62_14"
"ncbi" "Armatimonadetes bacterium RBG_16_67_12" NA NA "Armatimonadetes" "Armatimonadetes bacterium RBG_16_67_12"
"ncbi" "Candidatus Koribacter versatilis Ellin345" "Candidatus Koribacter" "Acidobacteriia" "Acidobacteria" "Candidatus Koribacter versatilis Ellin345"
"ncbi" "Thermoanaerobaculum aquaticum" "Thermoanaerobaculum" NA "Acidobacteria" "Thermoanaerobaculum aquaticum"
"ncbi" "Verrucomicrobia bacterium SCN 57-15" NA NA "Verrucomicrobia" "Verrucomicrobia bacterium SCN 57-15"
"ncbi" "Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10" NA NA "Candidatus Handelsmanbacteria" "Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10"
"ncbi" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" NA "Alphaproteobacteria" "Proteobacteria" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11"
"ncbi" "Chlorobaculum limnaeum" "Chlorobaculum" "Chlorobia" "Chlorobi" "Chlorobaculum limnaeum"
"ncbi" "Ignavibacteria bacterium GWA2_55_11" NA "Ignavibacteria" "Ignavibacteriae" "Ignavibacteria bacterium GWA2_55_11"
"ncbi" "Rhodopseudomonas palustris DX-1" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas palustris DX-1"
"ncbi" "hydrocarbon metagenome" NA NA NA "hydrocarbon metagenome"
"ncbi" "Solirubrobacterales bacterium 70-9" NA "Thermoleophilia" "Actinobacteria" "Solirubrobacterales bacterium 70-9"
"ncbi" "Elusimicrobia bacterium RBG_16_66_12" NA NA "Elusimicrobia" "Elusimicrobia bacterium RBG_16_66_12"
"ncbi" "Nitrospirae bacterium CG2_30_41_42" NA NA "Nitrospirae" "Nitrospirae bacterium CG2_30_41_42"
"ncbi" "Mycobacterium avium 104" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium avium 104"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Afipia sp. P52-10" "Afipia" "Alphaproteobacteria" "Proteobacteria" "Afipia sp. P52-10"
"ncbi" "Candidatus Filomicrobium marinum" "Filomicrobium" "Alphaproteobacteria" "Proteobacteria" "Candidatus Filomicrobium marinum"
"ncbi" "Sulfuricaulis limicola" "Sulfuricaulis" "Gammaproteobacteria" "Proteobacteria" "Sulfuricaulis limicola"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36" NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36"
"ncbi" "Roseomonas mucosa" "Roseomonas" "Alphaproteobacteria" "Proteobacteria" "Roseomonas mucosa"
"ncbi" "Planctomycetes bacterium RBG_13_63_9" NA NA "Planctomycetes" "Planctomycetes bacterium RBG_13_63_9"
"ncbi" "Anaeromyxobacter sp. Fw109-5" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. Fw109-5"
"ncbi" "Methanobacterium lacus" "Methanobacterium" "Methanobacteria" "Euryarchaeota" "Methanobacterium lacus"
"ncbi" "Bdellovibrionales bacterium RIFOXYD1_FULL_53_11" NA "Deltaproteobacteria" "Proteobacteria" "Bdellovibrionales bacterium RIFOXYD1_FULL_53_11"
"ncbi" "Armatimonadetes bacterium RBG_16_58_9" NA NA "Armatimonadetes" "Armatimonadetes bacterium RBG_16_58_9"
"ncbi" "Mycobacterium abscessus" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium abscessus"
"ncbi" "Gemmatimonadetes bacterium SCN 70-22" NA NA "Gemmatimonadetes" "Gemmatimonadetes bacterium SCN 70-22"
"ncbi" "Candidatus Rokubacteria bacterium RIFCSPHIGHO2_02_FULL_73_26" NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium RIFCSPHIGHO2_02_FULL_73_26"
"ncbi" "Geobacillus sp. A1" "Geobacillus" "Bacilli" "Firmicutes" "Geobacillus sp. A1"
"ncbi" "Gemmatimonadetes bacterium SCN 70-22" NA NA "Gemmatimonadetes" "Gemmatimonadetes bacterium SCN 70-22"
"ncbi" "Candidatus Edwardsbacteria bacterium RifOxyC12_full_54_24" NA NA "Candidatus Edwardsbacteria" "Candidatus Edwardsbacteria bacterium RifOxyC12_full_54_24"
"ncbi" "Cystobacter fuscus DSM 2262" "Cystobacter" "Deltaproteobacteria" "Proteobacteria" "Cystobacter fuscus DSM 2262"
"ncbi" "Actinobacteria bacterium RBG_16_68_12" NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_68_12"
"ncbi" "Hyphomicrobium sp. SCN 65-11" "Hyphomicrobium" "Alphaproteobacteria" "Proteobacteria" "Hyphomicrobium sp. SCN 65-11"
"ncbi" "Bradyrhizobium sp. LMTR 3" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. LMTR 3"
"ncbi" "Mesorhizobium alhagi CCNWXJ12-2" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium alhagi CCNWXJ12-2"
"ncbi" "Mycobacterium sp. 1554424.7" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. 1554424.7"
"ncbi" "Afipia sp. P52-10" "Afipia" "Alphaproteobacteria" "Proteobacteria" "Afipia sp. P52-10"
"ncbi" "Rhodopseudomonas sp. AAP120" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas sp. AAP120"
"ncbi" "Bradyrhizobium erythrophlei" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium erythrophlei"
"ncbi" "Methylococcus capsulatus str. Bath" "Methylococcus" "Gammaproteobacteria" "Proteobacteria" "Methylococcus capsulatus str. Bath"
"ncbi" "Rhizobium sp. CF080" "Rhizobium" "Alphaproteobacteria" "Proteobacteria" "Rhizobium sp. CF080"
"ncbi" "Labrenzia alba" "Labrenzia" "Alphaproteobacteria" "Proteobacteria" "Labrenzia alba"
"ncbi" "Mesorhizobium sp. LSJC280B00" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium sp. LSJC280B00"
"ncbi" "Bradyrhizobium diazoefficiens" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium diazoefficiens"
"ncbi" "Phenylobacterium zucineum HLK1" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium zucineum HLK1"
"ncbi" "Mycobacterium sp. E2699" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. E2699"
"ncbi" "Mycobacterium sp. 1164966.3" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. 1164966.3"
"ncbi" "Bosea sp. DSM 18164" "Bosea" "Alphaproteobacteria" "Proteobacteria" "Bosea sp. DSM 18164"
"ncbi" "Bradyrhizobium sp. cf659" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. cf659"
"ncbi" "Acidiphilium sp. PM" "Acidiphilium" "Alphaproteobacteria" "Proteobacteria" "Acidiphilium sp. PM"
"ncbi" "Bradyrhizobium icense" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium icense"
"ncbi" "Burkholderia phytofirmans PsJN" "Paraburkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia phytofirmans PsJN"
"ncbi" "Sphingomonas sp. S17" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. S17"
"ncbi" "Sinorhizobium medicae WSM419" "Sinorhizobium" "Alphaproteobacteria" "Proteobacteria" "Sinorhizobium medicae WSM419"
"ncbi" "Pseudomonas sp. Chol1" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas sp. Chol1"
"ncbi" "Sphingomonas sp. WHSC-8" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. WHSC-8"
"ncbi" "Pseudoxanthomonas sp. Root65" "Pseudoxanthomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudoxanthomonas sp. Root65"
"ncbi" "Aggregatibacter sp. oral taxon 458 str. W10330" "Aggregatibacter" "Gammaproteobacteria" "Proteobacteria" "Aggregatibacter sp. oral taxon 458 str. W10330"
"ncbi" "Acidithiobacillales bacterium SG8_45" NA "Acidithiobacillia" "Proteobacteria" "Acidithiobacillales bacterium SG8_45"
"ncbi" "Labrenzia aggregata" "Labrenzia" "Alphaproteobacteria" "Proteobacteria" "Labrenzia aggregata"
"ncbi" "Comamonas testosteroni" "Comamonas" "Betaproteobacteria" "Proteobacteria" "Comamonas testosteroni"
"ncbi" "Herbaspirillum sp. YR522" "Herbaspirillum" "Betaproteobacteria" "Proteobacteria" "Herbaspirillum sp. YR522"
"ncbi" "Thioalkalivibrio sp. K90mix" "Thioalkalivibrio" "Gammaproteobacteria" "Proteobacteria" "Thioalkalivibrio sp. K90mix"
"ncbi" "Mycobacterium sp. 1245801.1" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. 1245801.1"
"ncbi" "Rhodospirillales bacterium 69-11" NA "Alphaproteobacteria" "Proteobacteria" "Rhodospirillales bacterium 69-11"
"ncbi" "Methyloceanibacter methanicus" "Methyloceanibacter" "Alphaproteobacteria" "Proteobacteria" "Methyloceanibacter methanicus"
"ncbi" "Bradyrhizobium sp. Gha" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. Gha"
"ncbi" "Phenylobacterium zucineum HLK1" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium zucineum HLK1"
"ncbi" "Mycobacterium sp. 852013-51886_SCH5428379" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. 852013-51886_SCH5428379"
"ncbi" "Sphingobium baderi" "Sphingobium" "Alphaproteobacteria" "Proteobacteria" "Sphingobium baderi"
"ncbi" "Pseudomonas sp. 12M76_air" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas sp. 12M76_air"
"ncbi" "Pseudomonas mendocina NK-01" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas mendocina NK-01"
"ncbi" "Bradyrhizobium yuanmingense" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium yuanmingense"
"ncbi" "Bradyrhizobium sp." "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp."
"ncbi" "Herbaspirillum seropedicae SmR1" "Herbaspirillum" "Betaproteobacteria" "Proteobacteria" "Herbaspirillum seropedicae SmR1"
"ncbi" "Mycobacterium heckeshornense" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium heckeshornense"
"ncbi" "Sinorhizobium sp. GL28" "Sinorhizobium" "Alphaproteobacteria" "Proteobacteria" "Sinorhizobium sp. GL28"
"ncbi" "Sphingomonas sp. WG" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. WG"
"ncbi" "Burkholderia gladioli" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia gladioli"
"ncbi" "Roseomonas sp. M3" "Roseomonas" "Alphaproteobacteria" "Proteobacteria" "Roseomonas sp. M3"
"ncbi" "Candidatus Muproteobacteria bacterium RBG_16_64_11" NA "Candidatus Muproteobacteria" "Proteobacteria" "Candidatus Muproteobacteria bacterium RBG_16_64_11"
"ncbi" "Candidatus Muproteobacteria bacterium RBG_16_60_9" NA "Candidatus Muproteobacteria" "Proteobacteria" "Candidatus Muproteobacteria bacterium RBG_16_60_9"
"ncbi" "Phenylobacterium sp. SCN 70-31" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium sp. SCN 70-31"
"ncbi" "Chelatococcus sp. CO-6" "Chelatococcus" "Alphaproteobacteria" "Proteobacteria" "Chelatococcus sp. CO-6"
"ncbi" "Pseudomonas pseudoalcaligenes" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas pseudoalcaligenes"
"ncbi" "Rhodospirillales bacterium 69-11" NA "Alphaproteobacteria" "Proteobacteria" "Rhodospirillales bacterium 69-11"
"ncbi" "Bradyrhizobium sp. YR681" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. YR681"
"ncbi" "Pseudomonas plecoglossicida NB2011" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas plecoglossicida NB2011"
"ncbi" "Sphingopyxis sp. Root154" "Sphingopyxis" "Alphaproteobacteria" "Proteobacteria" "Sphingopyxis sp. Root154"
"ncbi" "Mesorhizobium plurifarium" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium plurifarium"
"ncbi" "mine drainage metagenome" NA NA NA "mine drainage metagenome"
"ncbi" "Thauera linaloolentis 47Lol = DSM 12138" "Thauera" "Betaproteobacteria" "Proteobacteria" "Thauera linaloolentis 47Lol = DSM 12138"
"ncbi" "Mesorhizobium sp. YR577" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium sp. YR577"
"ncbi" "Mesorhizobium alhagi CCNWXJ12-2" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium alhagi CCNWXJ12-2"
"ncbi" "Magnetospirillum sp. 64-120" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria" "Magnetospirillum sp. 64-120"
"ncbi" "Bradyrhizobium sp. Ghvi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. Ghvi"
"ncbi" "Burkholderia diffusa" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia diffusa"
"ncbi" "Microbulbifer yueqingensis" "Microbulbifer" "Gammaproteobacteria" "Proteobacteria" "Microbulbifer yueqingensis"
"ncbi" "Mycobacterium sp. 1245852.3" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. 1245852.3"
"ncbi" "Bradyrhizobium sp. cf659" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. cf659"
"ncbi" "Phenylobacterium sp. SCN 70-31" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium sp. SCN 70-31"
"ncbi" "Bradyrhizobium sp. ORS 285" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. ORS 285"
"ncbi" "Lysobacter enzymogenes" "Lysobacter" "Gammaproteobacteria" "Proteobacteria" "Lysobacter enzymogenes"
"ncbi" "Alphaproteobacteria bacterium 13_1_20CM_3_64_12" NA "Alphaproteobacteria" "Proteobacteria" "Alphaproteobacteria bacterium 13_1_20CM_3_64_12"
"ncbi" "Bradyrhizobium sp. LMTR 3" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. LMTR 3"
"ncbi" "Rhodanobacter sp. SCN 66-43" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter sp. SCN 66-43"
"ncbi" "Rhizobium sp. LCM 4573" "Rhizobium" "Alphaproteobacteria" "Proteobacteria" "Rhizobium sp. LCM 4573"
"ncbi" "Acidovorax sp. CF316" "Acidovorax" "Betaproteobacteria" "Proteobacteria" "Acidovorax sp. CF316"
"ncbi" "Mesorhizobium loti" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium loti"
"ncbi" "Hyphomonas adhaerens MHS-3" "Hyphomonas" "Alphaproteobacteria" "Proteobacteria" "Hyphomonas adhaerens MHS-3"
"ncbi" "Phenylobacterium sp. SCN 69-14" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium sp. SCN 69-14"
"ncbi" "bacterium YEK0313" NA NA NA "bacterium YEK0313"
"ncbi" "Comamonas sp. SCN 67-35" "Comamonas" "Betaproteobacteria" "Proteobacteria" "Comamonas sp. SCN 67-35"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Mycobacterium shimoidei" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium shimoidei"
"ncbi" "Novosphingobium sp. FSW06-99" "Novosphingobium" "Alphaproteobacteria" "Proteobacteria" "Novosphingobium sp. FSW06-99"
"ncbi" "Bradyrhizobium neotropicale" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium neotropicale"
"ncbi" "Mesorhizobium loti" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium loti"
"ncbi" "Caulobacter sp. K31" "Caulobacter" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. K31"
"ncbi" "Mycobacterium sp. E2978" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. E2978"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Bradyrhizobium sp. NAS80.1" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. NAS80.1"
"ncbi" "Acidihalobacter prosperus" "Acidihalobacter" "Gammaproteobacteria" "Proteobacteria" "Acidihalobacter prosperus"
"ncbi" "Alicyclobacillus tengchongensis" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus tengchongensis"
"ncbi" "Bacillus mycoides" "Bacillus" "Bacilli" "Firmicutes" "Bacillus mycoides"
"ncbi" "Paenibacillus sp. yr247" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus sp. yr247"
"ncbi" "Geobacillus sp. A1" "Geobacillus" "Bacilli" "Firmicutes" "Geobacillus sp. A1"
"ncbi" "Gracilibacillus boraciitolerans JCM 21714" "Gracilibacillus" "Bacilli" "Firmicutes" "Gracilibacillus boraciitolerans JCM 21714"
"ncbi" "Zetaproteobacteria bacterium CG1_02_55_237" NA "Zetaproteobacteria" "Proteobacteria" "Zetaproteobacteria bacterium CG1_02_55_237"
"ncbi" "Geobacillus sp. WCH70" "Geobacillus" "Bacilli" "Firmicutes" "Geobacillus sp. WCH70"
"ncbi" "Paenibacillus barengoltzii G22" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus barengoltzii G22"
"ncbi" "Geobacillus sp. Y4.1MC1" "Geobacillus" "Bacilli" "Firmicutes" "Geobacillus sp. Y4.1MC1"
"ncbi" "Enterococcus faecium DO" "Enterococcus" "Bacilli" "Firmicutes" "Enterococcus faecium DO"
"ncbi" "Actinobacteria bacterium 13_2_20CM_2_66_6" NA NA "Actinobacteria" "Actinobacteria bacterium 13_2_20CM_2_66_6"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Streptomyces roseochromogenus subsp. oscitans DS 12.976" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces roseochromogenus subsp. oscitans DS 12.976"
"ncbi" "Acidobacteria bacterium 13_1_40CM_4_65_8" NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_4_65_8"
"ncbi" "Candidatus Peregrinibacteria bacterium CG1_02_54_53" NA NA "Candidatus Peregrinibacteria" "Candidatus Peregrinibacteria bacterium CG1_02_54_53"
"ncbi" "Caldilinea aerophila DSM 14535 = NBRC 104270" "Caldilinea" "Caldilineae" "Chloroflexi" "Caldilinea aerophila DSM 14535 = NBRC 104270"
"ncbi" "Magnetospirillum marisnigri" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria" "Magnetospirillum marisnigri"
"ncbi" "Actinobacteria bacterium RBG_16_70_17" NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_70_17"
"ncbi" "marine sediment metagenome" NA NA NA "marine sediment metagenome"
"ncbi" "Intrasporangium chromatireducens Q5-1" "Intrasporangium" "Actinobacteria" "Actinobacteria" "Intrasporangium chromatireducens Q5-1"
"ncbi" "Amycolatopsis mediterranei U32" "Amycolatopsis" "Actinobacteria" "Actinobacteria" "Amycolatopsis mediterranei U32"
"ncbi" "Singulisphaera acidiphila DSM 18658" "Singulisphaera" "Planctomycetia" "Planctomycetes" "Singulisphaera acidiphila DSM 18658"
"ncbi" "Verrucomicrobia bacterium GWF2_62_7" NA NA "Verrucomicrobia" "Verrucomicrobia bacterium GWF2_62_7"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Solirubrobacterales bacterium 67-14" NA "Thermoleophilia" "Actinobacteria" "Solirubrobacterales bacterium 67-14"
"ncbi" "Intrasporangium chromatireducens Q5-1" "Intrasporangium" "Actinobacteria" "Actinobacteria" "Intrasporangium chromatireducens Q5-1"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Acidobacteria bacterium 13_1_20CM_4_57_11" NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_4_57_11"
"ncbi" "Microbacterium sp. SCN 70-10" "Microbacterium" "Actinobacteria" "Actinobacteria" "Microbacterium sp. SCN 70-10"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Streptomyces davawensis JCM 4913" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces davawensis JCM 4913"
"ncbi" "candidate division TM6 bacterium GW2011_GWF2_36_131" NA NA NA "candidate division TM6 bacterium GW2011_GWF2_36_131"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Actinobacteria bacterium 13_2_20CM_2_66_6" NA NA "Actinobacteria" "Actinobacteria bacterium 13_2_20CM_2_66_6"
"ncbi" "Nakamurella multipartita DSM 44233" "Nakamurella" "Actinobacteria" "Actinobacteria" "Nakamurella multipartita DSM 44233"
"ncbi" "Betaproteobacteria bacterium RBG_16_64_18" NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RBG_16_64_18"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Mycobacterium heckeshornense" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium heckeshornense"
"ncbi" "Acidobacteria bacterium 13_1_40CM_4_58_4" NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_4_58_4"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Mucilaginibacter sp. 44-25" "Mucilaginibacter" "Sphingobacteriia" "Bacteroidetes" "Mucilaginibacter sp. 44-25"
"ncbi" "Rhodopseudomonas palustris CGA009" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas palustris CGA009"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Conexibacter woesei DSM 14684" "Conexibacter" "Thermoleophilia" "Actinobacteria" "Conexibacter woesei DSM 14684"
"ncbi" "Terriglobus roseus DSM 18391" "Terriglobus" "Acidobacteriia" "Acidobacteria" "Terriglobus roseus DSM 18391"
"ncbi" "Actinobacteria bacterium 13_1_20CM_2_66_18" NA NA "Actinobacteria" "Actinobacteria bacterium 13_1_20CM_2_66_18"
"ncbi" "Rubinisphaera brasiliensis DSM 5305" "Rubinisphaera" "Planctomycetia" "Planctomycetes" "Rubinisphaera brasiliensis DSM 5305"
"ncbi" "Acidobacteria bacterium 13_1_40CM_65_14" NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_65_14"
"ncbi" "Magnetospirillum magnetotacticum MS-1" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria" "Magnetospirillum magnetotacticum MS-1"
"ncbi" "Actinobacteria bacterium 13_1_20CM_3_68_9" NA NA "Actinobacteria" "Actinobacteria bacterium 13_1_20CM_3_68_9"
"ncbi" "Acidobacteria bacterium 13_1_40CM_4_58_4" NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_4_58_4"
"ncbi" "Humibacillus sp. DSM 29435" "Humibacillus" "Actinobacteria" "Actinobacteria" "Humibacillus sp. DSM 29435"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Chloroflexi bacterium CSP1-4" NA NA "Chloroflexi" "Chloroflexi bacterium CSP1-4"
"ncbi" "Actinobacteria bacterium RBG_16_68_12" NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_68_12"
"ncbi" "Chloroflexi bacterium 13_1_40CM_67_9" NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_67_9"
"ncbi" "Streptomyces griseoruber" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces griseoruber"
"ncbi" "Anaerolineae bacterium CG1_02_58_13" NA "Anaerolineae" "Chloroflexi" "Anaerolineae bacterium CG1_02_58_13"
"ncbi" "Candidatus Koribacter versatilis Ellin345" "Candidatus Koribacter" "Acidobacteriia" "Acidobacteria" "Candidatus Koribacter versatilis Ellin345"
"ncbi" "Friedmanniella flava" "Friedmanniella" "Actinobacteria" "Actinobacteria" "Friedmanniella flava"
"ncbi" "Intrasporangium calvum DSM 43043" "Intrasporangium" "Actinobacteria" "Actinobacteria" "Intrasporangium calvum DSM 43043"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_2_55_5" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_2_55_5"
