"db" "query" "genus" "class" "phylum" "Organism"
"ncbi" "Methanobacterium lacus" "Methanobacterium" "Methanobacteria" "Euryarchaeota" "Methanobacterium lacus"
"ncbi" "Bdellovibrionales bacterium RIFOXYD1_FULL_53_11" NA "Deltaproteobacteria" "Proteobacteria" "Bdellovibrionales bacterium RIFOXYD1_FULL_53_11"
"ncbi" "Armatimonadetes bacterium RBG_16_58_9" NA NA "Armatimonadetes" "Armatimonadetes bacterium RBG_16_58_9"
"ncbi" "Mycobacterium abscessus" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium abscessus"
"ncbi" "Gemmatimonadetes bacterium SCN 70-22" NA NA "Gemmatimonadetes" "Gemmatimonadetes bacterium SCN 70-22"
"ncbi" "Candidatus Rokubacteria bacterium RIFCSPHIGHO2_02_FULL_73_26" NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium RIFCSPHIGHO2_02_FULL_73_26"
"ncbi" "Geobacillus sp. A1" "Geobacillus" "Bacilli" "Firmicutes" "Geobacillus sp. A1"
"ncbi" "Gemmatimonadetes bacterium SCN 70-22" NA NA "Gemmatimonadetes" "Gemmatimonadetes bacterium SCN 70-22"
"ncbi" "Candidatus Edwardsbacteria bacterium RifOxyC12_full_54_24" NA NA "Candidatus Edwardsbacteria" "Candidatus Edwardsbacteria bacterium RifOxyC12_full_54_24"
"ncbi" "Cystobacter fuscus DSM 2262" "Cystobacter" "Deltaproteobacteria" "Proteobacteria" "Cystobacter fuscus DSM 2262"
"ncbi" "Actinobacteria bacterium RBG_16_68_12" NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_68_12"
"ncbi" "Pseudomonas endophytica" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas endophytica"
"ncbi" "Caulobacter sp. Root342" "Caulobacter" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. Root342"
"ncbi" "Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122" "Xanthomonas" "Gammaproteobacteria" "Proteobacteria" "Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122"
"ncbi" "Burkholderia sp. H160" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. H160"
"ncbi" "Edwardsiella piscicida C07-087" "Edwardsiella" "Gammaproteobacteria" "Proteobacteria" "Edwardsiella piscicida C07-087"
"ncbi" "Alcanivorax sp. 19-m-6" "Alcanivorax" "Gammaproteobacteria" "Proteobacteria" "Alcanivorax sp. 19-m-6"
"ncbi" "Pseudomonas knackmussii B13" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas knackmussii B13"
"ncbi" "Paracoccus versutus" "Paracoccus" "Alphaproteobacteria" "Proteobacteria" "Paracoccus versutus"
"ncbi" "Herbaspirillum sp. GW103" "Herbaspirillum" "Betaproteobacteria" "Proteobacteria" "Herbaspirillum sp. GW103"
"ncbi" "Pelomonas sp. Root1444" "Pelomonas" "Betaproteobacteria" "Proteobacteria" "Pelomonas sp. Root1444"
"ncbi" "Yersinia frederiksenii" "Yersinia" "Gammaproteobacteria" "Proteobacteria" "Yersinia frederiksenii"
"ncbi" "Burkholderia cenocepacia" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia cenocepacia"
"ncbi" "Azoarcus olearius" "Azoarcus" "Betaproteobacteria" "Proteobacteria" "Azoarcus olearius"
"ncbi" "Xanthomonas arboricola" "Xanthomonas" "Gammaproteobacteria" "Proteobacteria" "Xanthomonas arboricola"
"ncbi" "Cupriavidus necator N-1" "Cupriavidus" "Betaproteobacteria" "Proteobacteria" "Cupriavidus necator N-1"
"ncbi" "Cupriavidus sp. SK-3" "Cupriavidus" "Betaproteobacteria" "Proteobacteria" "Cupriavidus sp. SK-3"
"ncbi" "Pantoea sp. AS-PWVM4" "Pantoea" "Gammaproteobacteria" "Proteobacteria" "Pantoea sp. AS-PWVM4"
"ncbi" "Caulobacter sp. Root1472" "Caulobacter" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. Root1472"
"ncbi" "Burkholderia caribensis MBA4" "Paraburkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia caribensis MBA4"
"ncbi" "Marinobacterium sp. AK27" "Marinobacterium" "Gammaproteobacteria" "Proteobacteria" "Marinobacterium sp. AK27"
"ncbi" "Desulfotalea psychrophila LSv54" "Desulfotalea" "Deltaproteobacteria" "Proteobacteria" "Desulfotalea psychrophila LSv54"
"ncbi" "Pseudomonas balearica" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas balearica"
"ncbi" "Pseudomonas syringae pv. syringae B301D" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas syringae pv. syringae B301D"
"ncbi" "Asticcacaulis excentricus CB 48" "Asticcacaulis" "Alphaproteobacteria" "Proteobacteria" "Asticcacaulis excentricus CB 48"
"ncbi" "Ensifer sp. Root278" "Ensifer" "Alphaproteobacteria" "Proteobacteria" "Ensifer sp. Root278"
"ncbi" "Diaphorobacter sp. J5-51" "Diaphorobacter" "Betaproteobacteria" "Proteobacteria" "Diaphorobacter sp. J5-51"
"ncbi" "Pseudomonas aeruginosa" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas aeruginosa"
"ncbi" "Paraglaciecola polaris LMG 21857" "Paraglaciecola" "Gammaproteobacteria" "Proteobacteria" "Paraglaciecola polaris LMG 21857"
"ncbi" "Anaeromyxobacter sp. Fw109-5" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. Fw109-5"
"ncbi" "Skermanella stibiiresistens SB22" "Skermanella" "Alphaproteobacteria" "Proteobacteria" "Skermanella stibiiresistens SB22"
"ncbi" "Pseudomonas amygdali pv. morsprunorum" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas amygdali pv. morsprunorum"
"ncbi" "Acinetobacter venetianus" "Acinetobacter" "Gammaproteobacteria" "Proteobacteria" "Acinetobacter venetianus"
"ncbi" "Sphaerotilus natans subsp. natans DSM 6575" "Sphaerotilus" "Betaproteobacteria" "Proteobacteria" "Sphaerotilus natans subsp. natans DSM 6575"
"ncbi" "Paraburkholderia tropica" "Paraburkholderia" "Betaproteobacteria" "Proteobacteria" "Paraburkholderia tropica"
"ncbi" "Burkholderia rhizoxinica HKI 454" "Paraburkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia rhizoxinica HKI 454"
"ncbi" "Sphingomonas hankookensis" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas hankookensis"
"ncbi" "Caulobacter sp. K31" "Caulobacter" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. K31"
"ncbi" "Burkholderia ubonensis" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia ubonensis"
"ncbi" "Herbaspirillum sp. TSA66" "Noviherbaspirillum" "Betaproteobacteria" "Proteobacteria" "Herbaspirillum sp. TSA66"
"ncbi" "Xanthomonas sp. Nyagatare" "Xanthomonas" "Gammaproteobacteria" "Proteobacteria" "Xanthomonas sp. Nyagatare"
"ncbi" "beta proteobacterium AAP65" NA "Betaproteobacteria" "Proteobacteria" "beta proteobacterium AAP65"
"ncbi" "Achromobacter xylosoxidans A8" "Achromobacter" "Betaproteobacteria" "Proteobacteria" "Achromobacter xylosoxidans A8"
"ncbi" "Marinomonas aquimarina" "Marinomonas" "Gammaproteobacteria" "Proteobacteria" "Marinomonas aquimarina"
"ncbi" "Vibrio parahaemolyticus" "Vibrio" "Gammaproteobacteria" "Proteobacteria" "Vibrio parahaemolyticus"
"ncbi" "Chlorobium phaeobacteroides DSM 266" "Chlorobium" "Chlorobia" "Chlorobi" "Chlorobium phaeobacteroides DSM 266"
"ncbi" "Sphingomonas endophytica" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas endophytica"
"ncbi" "Pseudomonas psychrotolerans" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas psychrotolerans"
"ncbi" "Sphingobium sp. Leaf26" "Sphingobium" "Alphaproteobacteria" "Proteobacteria" "Sphingobium sp. Leaf26"
"ncbi" "Paraburkholderia glathei" "Caballeronia" "Betaproteobacteria" "Proteobacteria" "Paraburkholderia glathei"
"ncbi" "Leptothrix cholodnii SP-6" "Leptothrix" "Betaproteobacteria" "Proteobacteria" "Leptothrix cholodnii SP-6"
"ncbi" "Thiocapsa sp. KS1" "Thiocapsa" "Gammaproteobacteria" "Proteobacteria" "Thiocapsa sp. KS1"
"ncbi" "Methylovorus sp. MM1" "Methylovorus" "Betaproteobacteria" "Proteobacteria" "Methylovorus sp. MM1"
"ncbi" "Pseudomonas chlororaphis subsp. piscium" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas chlororaphis subsp. piscium"
"ncbi" "Aeromonas molluscorum 848" "Aeromonas" "Gammaproteobacteria" "Proteobacteria" "Aeromonas molluscorum 848"
"ncbi" "Paraburkholderia choica" "Caballeronia" "Betaproteobacteria" "Proteobacteria" "Paraburkholderia choica"
"ncbi" "Laribacter hongkongensis HLHK9" "Laribacter" "Betaproteobacteria" "Proteobacteria" "Laribacter hongkongensis HLHK9"
"ncbi" "Allochromatium vinosum DSM 180" "Allochromatium" "Gammaproteobacteria" "Proteobacteria" "Allochromatium vinosum DSM 180"
"ncbi" "Burkholderia monticola" "Paraburkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia monticola"
"ncbi" "Massilia sp. WG5" "Massilia" "Betaproteobacteria" "Proteobacteria" "Massilia sp. WG5"
"ncbi" "Burkholderia sp. LMG 29318" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. LMG 29318"
"ncbi" "Burkholderia sp. LMG 29323" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. LMG 29323"
"ncbi" "Bosea thiooxidans" "Bosea" "Alphaproteobacteria" "Proteobacteria" "Bosea thiooxidans"
"ncbi" "Blastochloris viridis" "Blastochloris" "Alphaproteobacteria" "Proteobacteria" "Blastochloris viridis"
"ncbi" "Burkholderia phytofirmans PsJN" "Paraburkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia phytofirmans PsJN"
"ncbi" "Pseudomonas putida W619" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas putida W619"
"ncbi" "Pedosphaera parvula Ellin514" "Pedosphaera" "Verrucomicrobiae" "Verrucomicrobia" "Pedosphaera parvula Ellin514"
"ncbi" "Herbaspirillum sp. YR522" "Herbaspirillum" "Betaproteobacteria" "Proteobacteria" "Herbaspirillum sp. YR522"
"ncbi" "Xanthomonas fuscans subsp. fuscans" "Xanthomonas" "Gammaproteobacteria" "Proteobacteria" "Xanthomonas fuscans subsp. fuscans"
"ncbi" "Acinetobacter baumannii 1294243" "Acinetobacter" "Gammaproteobacteria" "Proteobacteria" "Acinetobacter baumannii 1294243"
"ncbi" "Serratia liquefaciens ATCC 27592" "Serratia" "Gammaproteobacteria" "Proteobacteria" "Serratia liquefaciens ATCC 27592"
"ncbi" "Serratia sp. ATCC 39006" "Serratia" "Gammaproteobacteria" "Proteobacteria" "Serratia sp. ATCC 39006"
"ncbi" "Variovorax sp. Root411" "Variovorax" "Betaproteobacteria" "Proteobacteria" "Variovorax sp. Root411"
"ncbi" "Variovorax paradoxus" "Variovorax" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Agrobacterium genomosp. 3 str. CFBP 6623" "Agrobacterium" "Alphaproteobacteria" "Proteobacteria" "Agrobacterium genomosp. 3 str. CFBP 6623"
"ncbi" "Burkholderia megalochromosomata" "Caballeronia" "Betaproteobacteria" "Proteobacteria" "Burkholderia megalochromosomata"
"ncbi" "Rhodospirillum centenum SW" "Rhodospirillum" "Alphaproteobacteria" "Proteobacteria" "Rhodospirillum centenum SW"
"ncbi" "Hydrogenophaga sp. RAC07" "Hydrogenophaga" "Betaproteobacteria" "Proteobacteria" "Hydrogenophaga sp. RAC07"
"ncbi" "Sphingopyxis fribergensis" "Sphingopyxis" "Alphaproteobacteria" "Proteobacteria" "Sphingopyxis fribergensis"
"ncbi" "Caulobacter vibrioides" "Caulobacter" "Alphaproteobacteria" "Proteobacteria" "Caulobacter vibrioides"
"ncbi" "Achromobacter xylosoxidans" "Achromobacter" "Betaproteobacteria" "Proteobacteria" "Achromobacter xylosoxidans"
"ncbi" "Novosphingobium lindaniclasticum LE124" "Novosphingobium" "Alphaproteobacteria" "Proteobacteria" "Novosphingobium lindaniclasticum LE124"
"ncbi" "Bordetella sp. N" "Bordetella" "Betaproteobacteria" "Proteobacteria" "Bordetella sp. N"
"ncbi" "Terrimicrobium sacchariphilum" "Terrimicrobium" "Spartobacteria" "Verrucomicrobia" "Terrimicrobium sacchariphilum"
"ncbi" "Bosea vaviloviae" "Bosea" "Alphaproteobacteria" "Proteobacteria" "Bosea vaviloviae"
"ncbi" "Ralstonia sp. PBA" "Ralstonia" "Betaproteobacteria" "Proteobacteria" "Ralstonia sp. PBA"
"ncbi" "Duganella sp. Leaf126" "Duganella" "Betaproteobacteria" "Proteobacteria" "Duganella sp. Leaf126"
"ncbi" "Ensifer glycinis" "Ensifer" "Alphaproteobacteria" "Proteobacteria" "Ensifer glycinis"
"ncbi" "Sedimenticola thiotaurini" "Sedimenticola" "Gammaproteobacteria" "Proteobacteria" "Sedimenticola thiotaurini"
"ncbi" "Erwinia tasmaniensis Et1/99" "Erwinia" "Gammaproteobacteria" "Proteobacteria" "Erwinia tasmaniensis Et1/99"
"ncbi" "Burkholderia gladioli" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia gladioli"
"ncbi" "Agrobacterium tumefaciens" "Agrobacterium" "Alphaproteobacteria" "Proteobacteria" "Agrobacterium tumefaciens"
"ncbi" "Azoarcus sp. PA01" "Azoarcus" "Betaproteobacteria" "Proteobacteria" "Azoarcus sp. PA01"
"ncbi" "Pseudomonas cichorii JBC1" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas cichorii JBC1"
"ncbi" "Pseudomonas stutzeri CCUG 29243" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas stutzeri CCUG 29243"
"ncbi" "Allochromatium vinosum DSM 180" "Allochromatium" "Gammaproteobacteria" "Proteobacteria" "Allochromatium vinosum DSM 180"
"ncbi" "Bordetella avium 197N" "Bordetella" "Betaproteobacteria" "Proteobacteria" "Bordetella avium 197N"
"ncbi" "Rhizobium sp. Root1204" "Rhizobium" "Alphaproteobacteria" "Proteobacteria" "Rhizobium sp. Root1204"
"ncbi" "Burkholderia sp. LMG 29318" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. LMG 29318"
"ncbi" "Novosphingobium sp. AAP1" "Novosphingobium" "Alphaproteobacteria" "Proteobacteria" "Novosphingobium sp. AAP1"
"ncbi" "Asticcacaulis benevestitus DSM 16100 = ATCC BAA-896" "Asticcacaulis" "Alphaproteobacteria" "Proteobacteria" "Asticcacaulis benevestitus DSM 16100 = ATCC BAA-896"
"ncbi" "Cellvibrio japonicus Ueda107" "Cellvibrio" "Gammaproteobacteria" "Proteobacteria" "Cellvibrio japonicus Ueda107"
"ncbi" "Xanthomonas campestris pv. campestris str. ATCC 33913" "Xanthomonas" "Gammaproteobacteria" "Proteobacteria" "Xanthomonas campestris pv. campestris str. ATCC 33913"
"ncbi" "Shewanella frigidimarina" "Shewanella" "Gammaproteobacteria" "Proteobacteria" "Shewanella frigidimarina"
"ncbi" "Vibrio sp. MEBiC08052" "Vibrio" "Gammaproteobacteria" "Proteobacteria" "Vibrio sp. MEBiC08052"
"ncbi" "Burkholderia sp. HB1" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. HB1"
"ncbi" "Novosphingobium sp. Leaf2" "Novosphingobium" "Alphaproteobacteria" "Proteobacteria" "Novosphingobium sp. Leaf2"
"ncbi" "Massilia sp. Root418" "Massilia" "Betaproteobacteria" "Proteobacteria" "Massilia sp. Root418"
"ncbi" "Azoarcus sp. CIB" "Azoarcus" "Betaproteobacteria" "Proteobacteria" "Azoarcus sp. CIB"
"ncbi" "Janthinobacterium sp. HH01" "Janthinobacterium" "Betaproteobacteria" "Proteobacteria" "Janthinobacterium sp. HH01"
"ncbi" "Collimonas arenae" "Collimonas" "Betaproteobacteria" "Proteobacteria" "Collimonas arenae"
"ncbi" "Pseudomonas taeanensis MS-3" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas taeanensis MS-3"
"ncbi" "Pseudomonas sp. FeS53a" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas sp. FeS53a"
"ncbi" "Vibrio fluvialis" "Vibrio" "Gammaproteobacteria" "Proteobacteria" "Vibrio fluvialis"
"ncbi" "Candidatus Accumulibacter sp. BA-93" "Candidatus Accumulibacter" "Betaproteobacteria" "Proteobacteria" "Candidatus Accumulibacter sp. BA-93"
"ncbi" "Xanthomonas axonopodis pv. phaseoli" "Xanthomonas" "Gammaproteobacteria" "Proteobacteria" "Xanthomonas axonopodis pv. phaseoli"
"ncbi" "Edwardsiella tarda EIB202" "Edwardsiella" "Gammaproteobacteria" "Proteobacteria" "Edwardsiella tarda EIB202"
"ncbi" "Pseudomonas syringae pv. primulae" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas syringae pv. primulae"
"ncbi" "Xanthomonas sacchari" "Xanthomonas" "Gammaproteobacteria" "Proteobacteria" "Xanthomonas sacchari"
"ncbi" "Xanthomonas campestris" "Xanthomonas" "Gammaproteobacteria" "Proteobacteria" "Xanthomonas campestris"
"ncbi" "Bosea sp. RAC05" "Bosea" "Alphaproteobacteria" "Proteobacteria" "Bosea sp. RAC05"
"ncbi" "Cupriavidus gilardii CR3" "Cupriavidus" "Betaproteobacteria" "Proteobacteria" "Cupriavidus gilardii CR3"
"ncbi" "Bradyrhizobium sp. S23321" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. S23321"
"ncbi" "Ralstonia solanacearum CFBP2957" "Ralstonia" "Betaproteobacteria" "Proteobacteria" "Ralstonia solanacearum CFBP2957"
"ncbi" "Sphingobium sp. AM" "Sphingobium" "Alphaproteobacteria" "Proteobacteria" "Sphingobium sp. AM"
"ncbi" "Bordetella flabilis" "Bordetella" "Betaproteobacteria" "Proteobacteria" "Bordetella flabilis"
"ncbi" "Aeromonas veronii" "Aeromonas" "Gammaproteobacteria" "Proteobacteria" "Aeromonas veronii"
"ncbi" "Burkholderia ubonensis" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia ubonensis"
"ncbi" "Methylovorus glucosetrophus SIP3-4" "Methylovorus" "Betaproteobacteria" "Proteobacteria" "Methylovorus glucosetrophus SIP3-4"
"ncbi" "Marichromatium gracile" "Marichromatium" "Gammaproteobacteria" "Proteobacteria" "Marichromatium gracile"
"ncbi" "Azospirillum lipoferum 4B" "Azospirillum" "Alphaproteobacteria" "Proteobacteria" "Azospirillum lipoferum 4B"
"ncbi" "Rhodopseudomonas palustris HaA2" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas palustris HaA2"
"ncbi" "Rhodopseudomonas palustris" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas palustris"
"ncbi" "Burkholderia sp. PAMC 26561" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. PAMC 26561"
"ncbi" "Thioflavicoccus mobilis 8321" "Thioflavicoccus" "Gammaproteobacteria" "Proteobacteria" "Thioflavicoccus mobilis 8321"
"ncbi" "Methylobacillus sp. MM2" "Methylobacillus" "Betaproteobacteria" "Proteobacteria" "Methylobacillus sp. MM2"
"ncbi" "Achromobacter piechaudii ATCC 43553" "Achromobacter" "Betaproteobacteria" "Proteobacteria" "Achromobacter piechaudii ATCC 43553"
"ncbi" "Massilia sp. Root418" "Massilia" "Betaproteobacteria" "Proteobacteria" "Massilia sp. Root418"
"ncbi" "Bosea sp. Root381" "Bosea" "Alphaproteobacteria" "Proteobacteria" "Bosea sp. Root381"
"ncbi" "Sphingobium sp. SYK-6" "Sphingobium" "Alphaproteobacteria" "Proteobacteria" "Sphingobium sp. SYK-6"
"ncbi" "Azospirillum brasilense Sp245" "Azospirillum" "Alphaproteobacteria" "Proteobacteria" "Azospirillum brasilense Sp245"
"ncbi" "Phaeospirillum molischianum DSM 120" "Phaeospirillum" "Alphaproteobacteria" "Proteobacteria" "Phaeospirillum molischianum DSM 120"
"ncbi" "Burkholderia cenocepacia H111" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia cenocepacia H111"
"ncbi" "Azospirillum brasilense" "Azospirillum" "Alphaproteobacteria" "Proteobacteria" "Azospirillum brasilense"
"ncbi" "Azospirillum amazonense Y2" "Nitrospirillum" "Alphaproteobacteria" "Proteobacteria" "Azospirillum amazonense Y2"
"ncbi" "Acidovorax avenae subsp. avenae ATCC 19860" "Acidovorax" "Betaproteobacteria" "Proteobacteria" "Acidovorax avenae subsp. avenae ATCC 19860"
"ncbi" "Sphingomonas sp. NIC1" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. NIC1"
"ncbi" "Achromobacter piechaudii HLE" "Achromobacter" "Betaproteobacteria" "Proteobacteria" "Achromobacter piechaudii HLE"
"ncbi" "Massilia sp. NR 4-1" "Massilia" "Betaproteobacteria" "Proteobacteria" "Massilia sp. NR 4-1"
"ncbi" "Thalassospira xiamenensis M-5 = DSM 17429" "Thalassospira" "Alphaproteobacteria" "Proteobacteria" "Thalassospira xiamenensis M-5 = DSM 17429"
"ncbi" "Aureimonas sp. AU20" "Aureimonas" "Alphaproteobacteria" "Proteobacteria" "Aureimonas sp. AU20"
"ncbi" "Stenotrophomonas maltophilia D457" "Stenotrophomonas" "Gammaproteobacteria" "Proteobacteria" "Stenotrophomonas maltophilia D457"
"ncbi" "Shinella sp. DD12" "Shinella" "Alphaproteobacteria" "Proteobacteria" "Shinella sp. DD12"
"ncbi" "Caulobacter crescentus OR37" "Caulobacter" "Alphaproteobacteria" "Proteobacteria" "Caulobacter crescentus OR37"
"ncbi" "Ralstonia insidiosa" "Ralstonia" "Betaproteobacteria" "Proteobacteria" "Ralstonia insidiosa"
"ncbi" "Sphingomonas sp. Leaf339" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. Leaf339"
"ncbi" "Yersinia ruckeri" "Yersinia" "Gammaproteobacteria" "Proteobacteria" "Yersinia ruckeri"
"ncbi" "Cupriavidus sp. HMR-1" "Cupriavidus" "Betaproteobacteria" "Proteobacteria" "Cupriavidus sp. HMR-1"
"ncbi" "Burkholderia cepacia GG4" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia cepacia GG4"
"ncbi" "Burkholderia phymatum STM815" "Paraburkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia phymatum STM815"
"ncbi" "Sphingomonas sp. Leaf25" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. Leaf25"
"ncbi" "Acidovorax sp. Root402" "Acidovorax" "Betaproteobacteria" "Proteobacteria" "Acidovorax sp. Root402"
"ncbi" "Stenotrophomonas maltophilia" "Stenotrophomonas" "Gammaproteobacteria" "Proteobacteria" "Stenotrophomonas maltophilia"
"ncbi" "Stenotrophomonas maltophilia" "Stenotrophomonas" "Gammaproteobacteria" "Proteobacteria" "Stenotrophomonas maltophilia"
"ncbi" "Rhodospirillum photometricum DSM 122" "Pararhodospirillum" "Alphaproteobacteria" "Proteobacteria" "Rhodospirillum photometricum DSM 122"
"ncbi" "Pseudomonas parafulva" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas parafulva"
"ncbi" "Burkholderia sp. YI23" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. YI23"
"ncbi" "Myxococcus fulvus 124B02" "Myxococcus" "Deltaproteobacteria" "Proteobacteria" "Myxococcus fulvus 124B02"
"ncbi" "Bordetella petrii" "Bordetella" "Betaproteobacteria" "Proteobacteria" "Bordetella petrii"
"ncbi" "Burkholderia sp. CCGE1002" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. CCGE1002"
"ncbi" "Rhizobium sp. S41" "Rhizobium" "Alphaproteobacteria" "Proteobacteria" "Rhizobium sp. S41"
"ncbi" "Achromobacter sp. DMS1" "Achromobacter" "Betaproteobacteria" "Proteobacteria" "Achromobacter sp. DMS1"
"ncbi" "Ralstonia insidiosa" "Ralstonia" "Betaproteobacteria" "Proteobacteria" "Ralstonia insidiosa"
"ncbi" "Asticcacaulis sp. AC460" "Asticcacaulis" "Alphaproteobacteria" "Proteobacteria" "Asticcacaulis sp. AC460"
"ncbi" "Pseudomonas deceptionensis" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas deceptionensis"
"ncbi" "Sphingobium sp. AP49" "Sphingobium" "Alphaproteobacteria" "Proteobacteria" "Sphingobium sp. AP49"
"ncbi" "Ralstonia sp. MD27" "Ralstonia" "Betaproteobacteria" "Proteobacteria" "Ralstonia sp. MD27"
"ncbi" "Xanthomonas vesicatoria" "Xanthomonas" "Gammaproteobacteria" "Proteobacteria" "Xanthomonas vesicatoria"
"ncbi" "Delftia acidovorans SPH-1" "Delftia" "Betaproteobacteria" "Proteobacteria" "Delftia acidovorans SPH-1"
"ncbi" "Burkholderia cenocepacia" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia cenocepacia"
"ncbi" "Pseudomonas putida" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas putida"
"ncbi" "Alcanivorax hongdengensis A-11-3" "Alcanivorax" "Gammaproteobacteria" "Proteobacteria" "Alcanivorax hongdengensis A-11-3"
"ncbi" "Acinetobacter sp. NIPH 298" "Acinetobacter" "Gammaproteobacteria" "Proteobacteria" "Acinetobacter sp. NIPH 298"
"ncbi" "Sphingomonas sp. Leaf22" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. Leaf22"
"ncbi" "Rheinheimera sp. A13L" "Rheinheimera" "Gammaproteobacteria" "Proteobacteria" "Rheinheimera sp. A13L"
"ncbi" "Pseudomonas putida" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas putida"
"ncbi" "Pseudomonas viridiflava UASWS0038" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas viridiflava UASWS0038"
"ncbi" "Sphingomonas sp. Leaf16" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. Leaf16"
"ncbi" "Acidovorax sp. CF316" "Acidovorax" "Betaproteobacteria" "Proteobacteria" "Acidovorax sp. CF316"
"ncbi" "Sandaracinus amylolyticus" "Sandaracinus" "Deltaproteobacteria" "Proteobacteria" "Sandaracinus amylolyticus"
"ncbi" "Azoarcus sp. KH32C" "Azoarcus" "Betaproteobacteria" "Proteobacteria" "Azoarcus sp. KH32C"
"ncbi" "Mesorhizobium sp. LC103" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium sp. LC103"
"ncbi" "Pseudomonas putida GB-1" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas putida GB-1"
"ncbi" "Stenotrophomonas maltophilia" "Stenotrophomonas" "Gammaproteobacteria" "Proteobacteria" "Stenotrophomonas maltophilia"
"ncbi" "Acidovorax sp. Leaf160" "Acidovorax" "Betaproteobacteria" "Proteobacteria" "Acidovorax sp. Leaf160"
