COGID	C01	C03	C04	C05	C06	C07	C10	C12	C14	C15	C16	C17	Func_name
COG3934	1583	1415	1324	1255	1090	1232	2443	2212	1544	1204	4027	721	"Endo-1,4-beta-mannosidase"
COG3935	279	97	134	80	148	89	475	434	681	348	436	53	DNA replication protein DnaD
COG3936	83	65	57	69	58	122	55	54	290	66	127	40	"Membrane-bound acyltransferase YfiQ, involved in biofilm formation"
COG3937	140	259	137	146	121	215	442	199	533	272	1218	358	Polyhydroxyalkanoate synthesis regulator phasin
COG3938	3422	3267	3268	3384	2629	2787	4340	2128	2331	1789	6022	3561	Proline racemase
COG3940	471	524	252	278	371	259	434	900	486	366	1134	373	"Beta-xylosidase, GH43 family"
COG3941	872	822	531	710	651	573	1321	1469	857	805	2648	506	"Phage tail tape-measure protein, controls tail length"
COG3942	1682	649	983	535	1003	635	2123	1600	2870	1363	1913	189	Surface antigen
COG3943	279	376	291	408	167	520	50	232	76	215	460	185	Uncharacterized conserved protein
COG3944	4442	3890	3298	3520	2460	2906	6422	3480	5459	2987	9840	2827	Capsular polysaccharide biosynthesis protein
COG3945	856	880	1229	750	1000	1226	3145	2227	2386	1470	5598	681	Hemerythrin-like domain
COG3946	755	1122	864	1024	779	790	1033	519	357	487	2165	804	"Type IV secretory pathway, VirJ component"
COG3947	3344	2896	2397	2390	2849	2262	2976	2245	1903	1736	5751	2534	"Two-component response regulator, SAPR family, consists of REC, wHTH and BTAD domains"
COG3948	183	185	129	232	174	108	144	137	172	201	522	116	Phage-related baseplate assembly protein
COG3949	186	372	176	243	241	217	177	54	177	101	508	175	Uncharacterized membrane protein YkvI
COG3950	306	432	294	475	541	348	378	582	324	263	759	227	Predicted ATP-binding protein involved in virulence
COG3951	505	901	713	977	1172	904	2307	2013	1319	1145	2165	256	Rod binding protein domain
COG3952	208	450	382	294	325	346	429	298	250	464	1606	513	Uncharacterized N-terminal domain of lipid-A-disaccharide synthase
COG3953	183	80	67	93	65	104	476	129	239	101	566	163	SLT domain protein
COG3954	433	568	448	748	788	370	932	625	243	664	844	414	Phosphoribulokinase
COG3955	27	63	74	36	30	32	153	196	17	63	155	29	"Uncharacterized protein, DUF1919 family"
COG3956	5195	6227	6322	6482	4699	5103	10716	5192	5453	4341	12386	5413	"Uncharacterized conserved protein YabN, contains tetrapyrrole methylase and MazG-like pyrophosphatase domain"
COG3957	10860	16619	18294	16803	10977	12532	18279	9597	10605	7588	20367	14193	Phosphoketolase
COG3958	4266	4871	5076	4332	3547	4518	3873	3441	3751	2417	8032	4512	"Transketolase, C-terminal subunit"
COG3959	3446	4112	4095	3743	2958	3479	3319	2145	3067	2436	6630	3621	"Transketolase, N-terminal subunit"
COG3960	940	948	994	1180	725	890	717	244	628	353	1333	1303	Glyoxylate carboligase
COG3961	1330	2082	1967	2137	1267	1028	2565	824	1147	1255	2848	1340	"TPP-dependent 2-oxoacid decarboxylase, includes indolepyruvate decarboxylase"
COG3962	3438	3636	3520	3794	2469	2485	2639	1740	1516	1526	5034	3693	"TPP-dependent trihydroxycyclohexane-1,2-dione (THcHDO) dehydratase, myo-inositol metabolism"
COG3963	1012	1875	1449	1570	1529	1367	781	1717	825	1036	2868	959	Phospholipid N-methyltransferase
COG3964	3313	4616	4930	4764	3722	4200	5936	4012	2701	3145	6727	4244	Predicted amidohydrolase
COG3965	141	127	161	196	120	113	721	154	216	186	406	212	"Predicted Co/Zn/Cd cation transporter, cation efflux family"
COG3966	258	267	205	150	204	106	243	227	496	540	1163	186	"Poly D-alanine transfer protein DltD, involved inesterification of teichoic acids"
COG3967	3954	4462	4730	4980	2542	2892	1367	856	1036	1100	3890	2766	Short-chain dehydrogenase involved in D-alanine esterification of teichoic acids
COG3968	1687	2994	2074	1989	2017	1868	1454	874	1455	1316	3908	4708	Glutamine synthetase type III
COG3969	402	251	288	219	323	416	588	548	468	314	520	248	"Predicted phosphoadenosine phosphosulfate sulfurtransferase, contains C-terminal DUF3440 domain"
COG3970	1605	1753	1788	1889	1952	1842	2221	1840	1400	1118	3368	2111	Fumarylacetoacetate (FAA) hydrolase family protein
COG3971	2854	3554	2889	3452	2532	2608	4150	2208	1467	1546	6927	2742	2-keto-4-pentenoate hydratase
COG3972	469	498	445	597	461	421	322	593	449	452	1017	267	Superfamily I DNA and RNA helicases
COG3973	3325	2782	2059	2687	1390	1553	4261	429	1437	768	5136	3097	DNA helicase IV
COG3975	7298	9240	10064	9844	6622	7306	11909	11091	8000	5527	13363	6169	"Predicted metalloprotease, contains C-terminal PDZ domain"
COG3976	972	789	712	697	465	663	828	414	1111	415	1972	344	"Uncharacterized protein, contains FMN-binding domain"
COG3977	272	288	407	338	179	195	69	238	375	606	658	193	Alanine-alpha-ketoisovalerate (or valine-pyruvate) aminotransferase
COG3978	38	32	87	72	17	30	15	31	14	18	66	19	"Acetolactate synthase small subunit, contains ACT domain"
COG3979	533	339	163	162	452	202	807	791	883	1176	1426	256	Chitodextrinase
COG3980	593	1066	1085	1077	979	893	1101	1272	576	538	2439	506	"Spore coat polysaccharide biosynthesis protein SpsG, predicted glycosyltransferase"
COG3981	935	849	604	891	696	550	1897	896	745	633	1351	636	Predicted acetyltransferase
COG4001	9	19	21	14	2	17	107	21	10	49	34	19	Uncharacterized protein
COG4002	53	84	69	47	30	26	26	393	75	53	72	29	"Predicted methyltransferase MtxX, methanogen marker protein 4"
COG4003	27	16	38	9	23	12	0	12	5	0	33	17	Uncharacterized protein
COG4004	17	26	7	30	87	12	37	7	0	3	67	10	Uncharacterized protein
COG4006	67	128	98	37	114	140	405	394	483	361	550	56	"CRISPR/Cas system-associated protein Csm6, COG1517 family"
COG4007	114	143	114	205	62	119	600	164	214	138	210	107	"Predicted dehydrogenase related to H2-forming N5,N10-methylenetetrahydromethanopterin dehydrogenase"
COG4008	56	50	47	13	36	68	723	506	357	154	86	19	"Predicted metal-binding transcription factor, methanogenesis marker domain 9"
COG4009	15	3	4	13	4	4	5	0	2	5	10	9	Uncharacterized protein
COG4010	90	60	28	101	64	40	13	11	33	4	120	54	Uncharacterized protein
COG4012	704	181	356	295	229	255	737	642	625	537	781	209	"Uncharacterized protein, DUF1786 family"
COG4013	4	17	6	9	30	7	0	6	4	0	0	22	Uncharacterized protein
COG4014	22	9	13	42	19	5	4	0	8	5	16	5	Uncharacterized protein
COG4015	77	68	72	35	77	77	17	49	57	194	213	65	Predicted dinucleotide-utilizing enzyme of the ThiF/HesA family
COG4016	14	25	25	37	19	22	101	19	8	11	170	90	"Uncharacterized protein, UPF0254 family"
COG4017	89	87	143	122	85	89	55	82	150	125	122	51	Uncharacterized protein
COG4018	197	284	233	242	205	195	178	46	198	141	404	261	Uncharacterized protein
COG4019	61	50	55	64	26	40	11	29	27	8	90	99	Uncharacterized protein
COG4020	156	172	205	179	145	97	101	186	345	94	340	117	Uncharacterized protein
COG4021	268	207	198	223	248	204	75	151	245	184	345	111	tRNA(His) 5'-end guanylyltransferase
COG4022	101	95	90	98	63	79	60	161	102	64	545	43	Uncharacterized protein
COG4023	10	20	33	35	155	54	2323	334	1224	484	124	17	Preprotein translocase subunit Sec61beta
COG4024	44	20	19	18	24	35	103	58	155	162	51	26	Uncharacterized protein
COG4025	171	214	141	215	142	175	158	83	147	116	555	108	Uncharacterized membrane protein
COG4026	826	974	758	789	851	889	1254	1089	933	982	2637	368	"Uncharacterized protein, contains TOPRIM domain, potential nuclease"
COG4027	40	15	42	51	19	50	4	51	6	81	77	28	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase
COG4028	166	131	17	140	51	63	121	65	17	22	124	66	Predicted P-loop ATPase/GTPase
COG4029	18	23	42	25	14	14	26	12	5	3	38	14	Uncharacterized protein
COG4030	264	481	575	402	277	386	616	771	247	299	716	275	"Predicted phosphohydrolase, HAD superfamily"
COG4031	142	93	183	119	189	160	56	732	181	273	395	121	Uncharacterized protein
COG4032	1811	2030	2307	1574	2386	1879	2892	3015	2370	2107	8765	1927	"Sulfopyruvate decarboxylase, TPP-binding subunit (coenzyme M biosynthesis)"
COG4033	13	17	27	0	23	3	0	4	2	9	6	22	Uncharacterized protein
COG4034	401	322	133	171	206	198	637	160	381	254	1261	147	Uncharacterized protein
COG4035	9	9	11	15	15	22	23	28	9	11	38	24	Uncharacterized membrane protein
COG4036	55	41	139	56	56	81	14	14	37	20	123	62	Energy-converting hydrogenase Eha subunit G
COG4037	109	57	67	89	62	61	0	33	32	3	74	65	Energy-converting hydrogenase Eha subunit F
COG4038	3	3	6	10	10	8	0	4	5	0	7	22	Energy-converting hydrogenase Eha subunit E
COG4039	9	6	0	0	4	4	0	0	10	11	72	11	Energy-converting hydrogenase Eha subunit C
COG4040	4	0	9	8	3	4	0	33	9	9	49	0	Uncharacterized membrane protein
COG4041	21	38	39	27	29	20	23	6	9	12	35	18	Energy-converting hydrogenase Eha subunit B
COG4042	0	22	7	26	0	34	5	0	0	5	3	5	Energy-converting hydrogenase Eha subunit A
COG4043	28	37	17	59	141	53	55	35	54	31	94	35	"ASC-1 homology (ASCH) domain, predicted RNA-binding domain"
COG4044	66	93	96	83	35	86	11	5	47	21	67	61	Uncharacterized protein
COG4046	184	157	269	380	160	251	5257	829	3357	995	315	161	Uncharacterized protein
COG4047	99	30	84	55	43	39	72	40	77	50	396	45	N-glycosylase/DNA lyase
COG4048	17	24	8	0	17	12	3	0	8	0	4	0	Uncharacterized protein
COG4049	13	52	23	20	73	24	26	17	30	15	177	22	"Uncharacterized protein, contains archaeal-type C2H2 Zn-finger"
COG4050	27	13	32	47	26	17	569	29	19	13	95	32	Uncharacterized protein
COG4051	54	50	31	52	70	29	4	55	18	34	49	57	Uncharacterized protein
COG4052	116	148	164	181	84	124	95	46	111	63	222	96	"Uncharacterized protein related to methyl coenzyme M reductase subunit C, methanogenesis marker protein 7"
COG4053	37	83	165	175	31	87	24	34	50	21	93	78	Uncharacterized protein
COG4054	163	234	192	238	119	98	40	53	105	52	279	172	"Methyl coenzyme M reductase, beta subunit"
COG4055	47	40	28	155	15	43	7	6	41	22	44	31	"Methyl coenzyme M reductase, subunit D"
COG4056	26	92	38	67	204	72	52	28	20	67	50	24	"Methyl coenzyme M reductase, subunit C"
COG4057	51	84	51	93	64	41	85	18	46	34	168	53	"Methyl coenzyme M reductase, gamma subunit"
COG4058	284	374	327	315	250	219	350	427	242	495	586	293	"Methyl coenzyme M reductase, alpha subunit"
COG4059	79	121	105	104	94	72	69	130	67	68	253	116	"Tetrahydromethanopterin S-methyltransferase, subunit E"
COG4060	22	30	44	68	107	85	154	111	114	39	135	43	"Tetrahydromethanopterin S-methyltransferase, subunit D"
COG4061	442	586	563	476	459	676	1693	602	660	448	1060	474	"Tetrahydromethanopterin S-methyltransferase, subunit C"
COG4062	31	51	64	53	37	38	27	15	21	4	55	46	"Tetrahydromethanopterin S-methyltransferase, subunit B"
COG4063	245	175	171	134	191	165	443	258	220	318	543	111	"Tetrahydromethanopterin S-methyltransferase, subunit A"
COG4064	23	25	13	17	22	24	165	0	6	3	31	19	"Tetrahydromethanopterin S-methyltransferase, subunit G"
COG4065	155	204	193	313	126	154	150	243	197	181	293	162	Uncharacterized protein
COG4066	18	11	26	15	44	26	93	29	4	12	60	34	"Uncharacterized protein, UPF0305 family"
COG4067	182	152	137	159	225	151	336	272	176	468	692	176	Uncharacterized conserved protein
COG4068	385	168	114	141	280	161	490	150	772	290	486	161	"Predicted nucleic acid-binding protein, contains Zn-ribbon domain"
COG4069	124	184	181	106	114	83	129	65	117	26	166	90	Uncharacterized protein
COG4070	112	166	134	175	121	121	57	241	206	105	297	147	"Uncharacterized protein, methanogenesis marker protein 3, UPF0288 family"
COG4071	214	182	177	129	335	118	521	102	184	54	224	223	"Uncharacterized protein, related to F420-0:gamma-glutamyl ligase"
COG4072	68	59	101	86	101	55	130	25	62	28	158	63	Uncharacterized protein
COG4073	51	91	66	71	72	37	49	137	161	26	136	65	Uncharacterized protein
COG4074	132	159	101	179	135	104	38	92	108	59	317	132	"5,10-methenyltetrahydromethanopterin hydrogenase"
COG4075	32	36	23	35	20	48	30	2	17	35	36	49	"Uncharacterized protein, distantly related to nitrogen regulatory protein PII"
COG4076	527	529	693	614	376	574	496	684	546	684	1177	347	Predicted RNA methylase
COG4077	37	41	34	23	19	22	14	23	27	3	51	28	Uncharacterized protein
COG4078	52	20	49	109	33	66	0	59	74	111	122	17	Energy-converting hydrogenase Eha subunit H
COG4079	39	94	98	83	79	47	71	40	45	39	199	89	Uncharacterized protein
COG4080	97	20	44	34	32	22	7	17	27	49	63	24	SpoU rRNA Methylase family enzyme
COG4081	51	31	72	120	8	39	5	3	5	7	50	27	Uncharacterized protein
COG4083	152	237	179	201	200	247	856	385	983	455	683	177	Exosortase/Archaeosortase
COG4084	28	13	13	15	8	11	55	37	0	10	21	5	Energy-converting hydrogenase A subunit M
COG4085	302	504	457	317	758	426	1301	2215	956	594	1364	219	"DNA/RNA endonuclease YhcR, contains UshA esterase domain"
COG4086	156	145	103	130	74	134	386	216	122	228	404	121	"Uncharacterized protein YpuA, DUF1002 family"
COG4087	258	99	105	114	116	118	663	247	700	440	542	32	Soluble P-type ATPase
COG4088	378	253	260	254	206	251	2083	378	827	346	621	158	tRNA Uridine 5-carbamoylmethylation protein Kti12 (Killer toxin insensitivity protein)
COG4089	332	732	705	835	1114	718	2885	1384	1213	1318	1082	105	Uncharacterized membrane protein
COG4090	43	55	56	26	14	56	23	29	23	27	228	54	Uncharacterized protein
COG4091	2010	2277	2544	2284	1500	1965	1672	1776	1631	1471	4538	2659	"Predicted homoserine dehydrogenase, contains C-terminal SAF domain"
COG4092	150	160	153	262	151	167	80	67	140	114	432	133	Predicted glycosyltransferase involved in capsule biosynthesis
COG4093	492	757	659	749	846	582	855	770	272	612	1127	278	Uncharacterized protein
COG4094	471	764	630	872	962	571	545	653	229	617	1203	455	Uncharacterized membrane protein
COG4095	710	798	765	845	593	587	1181	603	1033	408	1564	538	"Uncharacterized conserved protein, contains PQ loop repeat"
COG4096	3589	3515	3982	3458	2581	3111	2907	2953	2304	2222	7311	1913	"Type I site-specific restriction endonuclease, part of a restriction-modification system"
COG4097	3230	2638	2467	2028	1555	1750	4122	1414	2973	1467	6911	1740	Predicted ferric reductase
COG4098	322	323	228	184	240	279	302	171	266	147	468	230	Superfamily II DNA/RNA helicase required for DNA uptake (late competence protein)
COG4099	2585	3240	2924	2929	3179	2910	2806	2139	2217	1534	5728	2951	Predicted peptidase
COG4100	249	353	364	354	311	531	2189	393	228	174	798	130	Cystathionine beta-lyase family protein involved in aluminum resistance
COG4101	2355	2863	2338	3079	2561	2001	2000	1628	1444	1331	5793	1749	"Uncharacterized protein, RmlC-like cupin domain"
COG4102	13023	18628	18437	16497	19424	17870	10670	16872	12952	12064	34370	16228	"Uncharacterized conserved protein, DUF1501 family"
COG4103	407	566	413	569	711	526	149	511	199	466	1069	361	"Uncharacterized conserved protein, tellurite resistance protein B (TerB) family"
COG4104	468	320	368	433	414	562	1871	1330	884	598	967	181	"Zn-binding Pro-Ala-Ala-Arg (PAAR) domain, incolved in TypeVI secretion"
COG4105	6357	7354	7105	7375	6460	6077	8980	10617	6620	5238	18199	5475	"Outer membrane protein assembly factor BamD, BamD/ComL family"
COG4106	5295	6162	5191	5679	5107	4715	7961	4284	4029	3622	11505	3703	Trans-aconitate methyltransferase
COG4107	516	456	307	468	454	319	1490	332	107	82	647	203	"ABC-type phosphonate transport system, ATPase component"
COG4108	2961	4713	3658	4650	3526	3777	3406	2123	1110	1925	4730	4633	Peptide chain release factor RF-3
COG4109	1163	1114	1398	1134	856	1239	1512	1317	1616	1194	3382	549	Predicted transcriptional regulator containing CBS domains
COG4110	102	58	20	80	60	19	108	25	42	24	152	35	Uncharacterized protein involved in tellurium resistance
COG4111	1551	1859	1645	1686	1882	1527	2760	1440	1612	1367	3405	1456	Uncharacterized conserved protein
COG4112	429	357	567	287	253	476	253	393	644	225	1170	354	"Predicted phosphoesterase, NUDIX family"
COG4113	4366	3665	3350	3880	3553	3136	15449	6215	6799	4356	7520	1120	"Predicted nucleic acid-binding protein, contains PIN domain"
COG4114	119	79	72	170	53	78	205	143	52	56	301	126	"Ferric iron reductase protein FhuF, involved in iron transport"
COG4115	454	369	305	485	238	382	1680	230	161	618	707	145	"Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family"
COG4116	58	75	81	43	66	81	238	27	18	27	162	72	Uncharacterized protein YjbK
COG4117	2894	4131	5086	4713	3038	4033	3778	2992	2076	2429	5218	1707	Thiosulfate reductase cytochrome b subunit
COG4118	7427	6576	6213	7837	4665	4999	13129	8302	6708	5136	10678	1885	"Antitoxin component of toxin-antitoxin stability system, DNA-binding transcriptional repressor"
COG4119	1076	1944	1403	1429	1384	1509	2578	2018	1941	1446	3538	1244	"Predicted NTP pyrophosphohydrolase, NUDIX family"
COG4120	292	564	352	612	331	411	108	287	283	213	685	511	"ABC-type uncharacterized transport system, permease component"
COG4121	415	286	193	284	351	251	125	124	92	66	907	368	tRNA U34 5-methylaminomethyl-2-thiouridine-forming methyltransferase MnmC
COG4122	7893	9435	8326	8400	7318	6868	16752	8554	10043	8262	22005	7213	Predicted O-methyltransferase YrrM
COG4123	3886	4424	3312	4528	4542	3347	10234	5738	4201	4392	9314	2399	tRNA1(Val) A37 N6-methylase TrmN6
COG4124	1803	1372	822	1254	939	1139	4398	850	993	819	4967	716	Beta-mannanase
COG4125	23	40	15	62	19	58	5	11	10	7	26	37	Uncharacterized membrane protein
COG4126	1129	1337	1001	1337	1365	1313	4897	2017	2597	1391	3981	1325	Asp/Glu/hydantoin racemase
COG4127	404	284	288	364	274	280	1032	384	394	213	572	137	"Predicted restriction endonuclease, Mrr-cat superfamily"
COG4128	382	465	418	403	339	318	1223	244	338	219	1352	263	"Zona occludens toxin, predicted ATPase"
COG4129	1509	1873	1212	1711	1740	1276	1498	1033	1346	889	4203	960	"Uncharacterized membrane protein YgaE, UPF0421/DUF939 family"
COG4130	125	187	148	248	134	128	174	185	70	81	276	191	"Predicted sugar epimerase, xylose isomerase-like family"
COG4132	1355	799	818	757	568	611	1326	467	724	312	1518	656	"ABC-type uncharacterized transport system, permease component"
COG4133	939	1395	1186	1539	1409	1187	1216	1169	394	945	2468	841	"ABC-type transport system involved in cytochrome c biogenesis, ATPase component"
COG4134	804	606	734	467	495	515	1137	869	697	792	1455	571	"ABC-type uncharacterized transport system YnjBCD, periplasmic component"
COG4135	156	133	58	162	115	117	40	143	33	80	172	137	"ABC-type uncharacterized transport system YnjBCD, permease component"
COG4136	168	190	87	162	135	82	298	87	40	76	157	147	"ABC-type uncharacterized transport system YnjBCD, ATPase component"
COG4137	1654	2084	2079	1946	1453	1409	2474	2687	2614	2402	5778	1776	"ABC-type uncharacterized transport system, permease component"
COG4138	133	134	186	204	120	140	49	85	63	93	226	89	"ABC-type cobalamin transport system, ATPase component"
COG4139	246	434	447	516	273	336	317	118	139	131	1205	633	"ABC-type cobalamin transport system, permease component"
COG4143	369	495	416	383	500	378	659	171	425	217	924	861	"ABC-type thiamine transport system, periplasmic component"
COG4145	435	625	681	787	584	670	934	837	551	215	1384	946	Na+/panthothenate symporter
COG4146	2913	2678	3063	3318	2161	2158	3144	2801	1612	1468	4233	2647	"Uncharacterized membrane permease YidK, sodium:solute symporter family"
COG4147	2027	2813	2983	2866	2042	2231	1441	1923	1167	910	4457	3566	Na+(or H+)/acetate symporter ActP
COG4148	2552	3454	3145	3534	2835	2694	2128	2605	1626	2505	5629	2732	"ABC-type molybdate transport system, ATPase component"
COG4149	2969	3987	3808	3959	3483	2976	2999	3633	2291	2827	6997	3340	"ABC-type molybdate transport system, permease component"
COG4150	97	153	223	109	124	133	32	186	157	394	639	171	"ABC-type sulfate transport system, periplasmic component"
COG4152	3645	4279	4759	5144	3130	3654	3852	1995	2996	1619	6102	4966	"ABC-type uncharacterized transport system, ATPase component"
COG4154	394	432	308	412	406	474	892	344	162	290	610	274	"L-fucose mutarotase/ribose pyranase, RbsD/FucU family"
COG4158	1155	1130	1021	1465	1102	1107	889	395	472	499	1612	1426	"Predicted ABC-type sugar transport system, permease component"
COG4160	231	300	217	274	348	237	131	220	75	147	340	199	"ABC-type arginine/histidine transport system, permease component"
COG4161	148	101	168	162	92	104	160	76	119	74	354	186	"ABC-type arginine transport system, ATPase component"
COG4166	10020	10683	10561	8561	7602	8295	10109	6099	7477	7522	18306	10710	"ABC-type oligopeptide transport system, periplasmic component"
COG4167	178	140	154	97	191	127	98	145	177	59	318	159	"ABC-type antimicrobial peptide transport system, ATPase component"
COG4168	129	171	152	139	159	137	26	29	31	184	257	223	"ABC-type antimicrobial peptide transport system, permease component"
COG4170	170	305	270	229	154	149	458	159	164	81	295	218	"ABC-type antimicrobial peptide transport system, ATPase component"
COG4171	698	726	679	545	581	541	577	372	350	1220	1307	801	"ABC-type antimicrobial peptide transport system, permease component"
COG4172	2861	4412	4023	4262	3529	3592	2982	2136	1641	2330	5496	4623	"ABC-type microcin C transport system, duplicated ATPase component YejF"
COG4174	1267	2122	1966	2031	1801	1632	1641	1304	894	1418	2766	1569	"ABC-type microcin C transport system, permease component YejB"
COG4175	823	1007	897	1038	711	642	991	315	512	505	1481	1166	"ABC-type proline/glycine betaine transport system, ATPase component"
COG4176	645	919	529	821	628	453	982	688	564	380	1531	924	"ABC-type proline/glycine betaine transport system, permease component"
COG4177	24272	29759	31546	29391	23952	26569	51820	25051	28242	18232	64823	29704	"ABC-type branched-chain amino acid transport system, permease component"
COG4178	3124	4404	3891	4774	4087	4040	7946	2885	2738	2962	5808	3207	"ABC-type uncharacterized transport system, permease and ATPase components"
COG4181	1150	1718	1276	1853	1558	1213	674	1060	484	1019	2170	1164	"Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component"
COG4185	1261	1035	1055	1154	668	923	1150	609	401	412	1674	555	Predicted ABC-type ATPase
COG4186	839	502	363	560	682	368	330	534	187	1117	1040	267	Calcineurin-like phosphoesterase superfamily protein
COG4187	478	490	373	468	371	355	450	297	476	289	557	310	Arginine utilization protein RocB
COG4188	3110	2787	2433	2545	2014	2377	2386	1231	1697	1343	4786	1740	Predicted dienelactone hydrolase
COG4189	3056	3296	2686	3209	2310	2378	7496	2110	4086	2722	5470	2109	Predicted transcriptional regulator
COG4190	649	722	746	735	752	630	2286	1425	1145	954	1171	244	Predicted transcriptional regulator
COG4191	34094	44459	43028	43650	34494	31432	20477	33913	22491	22109	78333	37801	Signal transduction histidine kinase regulating C4-dicarboxylate transport system
COG4192	1199	1566	1375	1747	1158	1190	1582	1079	688	955	2426	1284	Signal transduction histidine kinase regulating phosphoglycerate transport system
COG4193	91	98	62	129	33	92	78	39	83	85	240	72	Beta- N-acetylglucosaminidase
COG4194	954	991	928	944	956	896	1349	1861	1471	907	2587	375	Uncharacterized membrane protein
COG4195	215	293	170	154	195	157	119	64	163	226	454	237	"Phage-related replication protein YjqB, UPF0714/DUF867 family"
COG4196	2767	5704	3432	6095	3272	3001	541	999	648	582	2785	4152	"Uncharacterized conserved protein, DUF2126 family"
COG4197	188	100	124	78	191	147	59	183	95	142	574	225	"DNA-binding transcriptional regulator YdaS, prophage-encoded, Cro superfamily"
COG4198	4782	5557	5328	4961	3507	3675	6703	4604	5040	3609	11176	5217	"Uncharacterized conserved protein, DUF1015 family"
COG4199	60	13	128	60	25	42	32	0	17	3	38	16	ssDNA-specific exonuclease RecJ
COG4200	278	130	141	143	218	110	85	55	20	18	417	73	Uncharacterized protein
COG4206	13208	17328	14654	18108	12524	14760	14081	10350	9310	7389	25555	12289	Outer membrane cobalamin receptor protein
COG4208	1480	2807	1585	1743	1643	1374	1168	1070	1709	1563	5834	3579	"ABC-type sulfate transport system, permease component"
COG4209	892	328	441	231	300	197	674	275	355	216	740	188	"ABC-type polysaccharide transport system, permease component"
COG4211	212	261	346	301	157	248	64	107	76	173	414	282	"ABC-type glucose/galactose transport system, permease component"
COG4213	3651	2816	2475	2926	2080	2186	2392	1018	1744	1255	5028	3179	"ABC-type xylose transport system, periplasmic component"
COG4214	4752	4580	4090	4888	3043	3352	3636	1687	2761	1719	7416	4507	"ABC-type xylose transport system, permease component"
COG4215	259	229	216	269	297	256	268	184	98	138	276	126	"ABC-type arginine transport system, permease component"
COG4218	4	2	0	0	10	3	17	4	6	0	5	0	"Tetrahydromethanopterin S-methyltransferase, subunit F"
COG4219	4164	6261	5256	7300	6227	6226	1880	3715	2830	2219	8855	3882	"Signal transducer regulating beta-lactamase production, contains  metallopeptidase domain"
COG4220	89	176	113	207	123	130	68	162	165	144	638	64	"Phage DNA packaging protein, Nu1 subunit of terminase"
COG4221	49111	62580	57834	60875	41455	41300	48523	26549	29575	24927	83476	51311	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
COG4222	282	457	168	195	352	279	540	136	245	218	1605	1028	Uncharacterized conserved protein
COG4223	452	677	389	718	1067	596	627	1648	554	944	1181	169	Uncharacterized conserved protein
COG4224	11	21	0	31	49	5	15	4	8	6	60	24	"Uncharacterized protein YnzC, UPF0291/DUF896 family"
COG4225	2145	1479	1289	1496	1078	1166	2081	1179	1881	1481	5301	1551	Rhamnogalacturonyl hydrolase YesR
COG4226	1493	1344	1016	1315	979	1163	2570	1494	1411	1265	3654	981	"Predicted nuclease of the RNAse H fold, HicB family"
COG4227	2430	2819	2885	3855	2068	2300	5020	3944	2061	2399	5218	844	Antirestriction protein ArdC
COG4228	227	185	128	105	139	100	241	120	128	279	239	263	Mu-like prophage DNA circulation protein
COG4229	525	692	527	823	604	365	981	180	270	277	1597	624	Enolase-phosphatase E1 involved in merthionine salvage
COG4230	3262	5198	4528	5440	3922	4093	4314	2397	2207	2296	6743	4558	Delta 1-pyrroline-5-carboxylate dehydrogenase
COG4231	6249	9414	9092	8414	7198	7248	7356	6106	4575	5349	12897	7278	"TPP-dependent indolepyruvate ferredoxin oxidoreductase, alpha subunit"
COG4232	5269	6831	5340	6660	5474	5387	6775	5276	3883	4246	12215	5245	Thiol:disulfide interchange protein
COG4233	1310	1763	1522	1815	1537	1459	2689	2388	1775	1441	3649	1094	"Thiol-disulfide interchange protein, contains DsbC and DsbD domains"
COG4235	14845	19582	17167	19330	17140	14731	28043	34703	23496	16509	43293	10008	Cytochrome c-type biogenesis protein CcmH/NrfG
COG4237	1282	868	1119	1047	1042	875	5032	1838	1548	1955	2802	887	Hydrogenase-4 membrane subunit HyfE
COG4238	28	77	53	35	55	31	8	30	8	74	41	18	Outer membrane murein-binding lipoprotein Lpp
COG4239	881	1699	1650	1778	1564	1465	1398	1118	598	934	1998	1145	"ABC-type microcin C transport system, permease component YejE"
COG4240	355	276	315	271	312	197	280	266	101	110	425	105	Pantothenate kinase-related protein Tda10 (topoisomerase I damage affected protein)
COG4241	211	133	143	132	128	92	420	325	493	247	634	75	"Uncharacterized conserved protein YybS, DUF2232 family"
COG4242	1698	1658	1489	1730	1616	1478	2456	1283	1632	1343	3574	1947	Cyanophycinase and related exopeptidases
COG4243	1601	1664	1693	1715	1405	1527	5799	2745	4202	1743	5561	961	Uncharacterized membrane protein
COG4244	2925	2268	3199	1836	1903	2022	2827	3829	4243	2621	9756	1363	Uncharacterized membrane protein
COG4245	1419	975	819	948	1146	873	1061	802	1047	792	3232	824	"Uncharacterized conserved protein YegL, contains vWA domain of TerY type"
COG4246	316	530	416	353	479	324	641	223	133	407	1354	519	Uncharacterized protein
COG4247	381	179	140	201	203	159	24	48	133	127	651	240	3-phytase (myo-inositol-hexaphosphate 3-phosphohydrolase)
COG4248	1213	792	649	934	945	625	665	705	1115	767	1917	227	Uncharacterized protein with protein kinase and helix-hairpin-helix DNA-binding domains
